seq,module,id,level,parent,name,card,type,label,description,label_ja,description_ja
3260,cor,corG-6,4,corG-5,account,0..n,_,Account Identifier,"Tuple: parent container for account numbers and identifiers. No entry is made here, but each detail line may have multiple accounts assigned to it for reporting in different GAAPs, offsetting accounts in Japan, passing along information to consolidation systems about local versus consolidating accounts, etc. For example, the account 4783HG-QOWI-192837-1000 may be expressed so: \n/account/accountMainID 1000  \n/account/accountMainDescription Cash  \n/account/accountSub/accountSubID 4783HG  \n/account/accountSub/accountSubDescription Department  \n/account/accountSub/accountSubID QOWI  \n/account/accountSub/accountSubDescription Branch  \n/account/accountSub/accountSubID 192837  \n/account/accountSub/accountSubDescription Division",【科目識別子】,タプル。勘定科目番号と識別子の親コンテナ。 ここには記入されないが、個々の明細行は、異なるGAAPでの報告や、日本の見返勘定や、連結勘定科目に対する個別情報の連結会計システムへの伝達などのための、複数の勘定科目を持ちうる。例えば、勘定科目4783HG-QOWI-192837-1000は、次のように表現されうる。\n/account/accountMainID 1000  /account/accountMainDescription Cash  /account/accountSub/accountSubID 4783HG  /account/accountSub/accountSubDescription Department  /account/accountSub/accountSubID QOWI  /account/accountSub/accountSubDescription Branch  /account/accountSub/accountSubID 192837  /account/accountSub/accountSubDescription Division
3270,cor,cor-23,5,corG-6,accountMainID,0..1,accountMainIDItemType,Main Account Number,"Main account - the code used to identify the accounting bucket the entry has been assigned to. Examples might be 1000 for Cash, 567GAAZ for Sales Expense or Z for tax payments. Identifiers such as department, branch, division, manager, or other modifiers are noted in the Subaccount area. Before needing to post, account is not necessary. Posting to the general ledger almost always requires an entry here.",主勘定科目コード,主勘定科目。仕訳が関連する会計バケットを特定するためのコード。例えば、現金を表す1000、販売費を表す567GAAZ、税を表すZ。\n部門、支店、事業部、マネージャ、その他の識別子は、Subaccount領域に記述される。転記の必要がなければ、勘定科目は必要ではない。総勘定元帳に転記するにはほとんどの場合必要。
3280,cor,cor-24,5,corG-6,accountMainDescription,0..1,accountMainDescriptionItemType,Main Account Description,Description of accountMainID - the human readable describer that accompanies the code used in accountMainID,主勘定科目説明,主勘定科目コードの説明。主勘定科目コードとして使用されるコードについての、人が読める記述。
3290,cor,cor-25,5,corG-6,mainAccountType,0..1,gl-gen:mainAccountTypeItemType,Account Classification,"Account type - FASB Concepts 6 and similar international designs. When xbrlInfo is used to associate other XBRL reporting items, this field is more suited to representing existing systems (audit) than data interchange.",主勘定科目区分,主勘定科目の種別。FASB Concepts 6および、同様の国際的な様式。xbrlInfoが他のXBRL項目と関係付けられる場合、データ交換より現存システム(audit)を示すべき。\n[設定値のリスト]\n(asset：資産)、(liability：負債)、(equity：資本)、(income：収益)、(gain：利得)、(expense：費用)、(loss：損失)、(contr-to-equity：資本増加)、(distr-from-equity：資本減少)、(comprehensive-income：包括利益)、(other：その他) 
3300,cor,cor-26,5,corG-6,mainAccountTypeDescription,0..1,mainAccountTypeDescriptionItemType,Account Classification Description,Free format description of the account classification,主勘定科目区分説明,主勘定科目の区分の説明。
3310,cor,cor-27,5,corG-6,parentAccountMainID,0..1,parentAccountMainIDItemType,Parent Account Number,Roll up item from child natural account to parent natural account.,親勘定科目コード,子勘定科目から親勘定科目に包み込む科目。
3320,cor,cor-28,5,corG-6,accountPurposeCode,0..1,gl-gen:accountPurposeCodeItemType,Purpose of Account,"Code related to usage for account aggregate - Consolidating, European, IFRS, Offsetting, Primary, Tax, USGAAP, Japanese, Other. Japanese companies will use this for the tax required offsetting entry. If left blank, assumes default accounting method for company.",勘定科目目的,"勘定科目群の使用法を示すコード。連結、European, IFRS, 見返、プライマリ, 税, USGAAP, Japanese,その他。日本企業では、見返仕訳で要求される税務処理に利用するかもしれない。空白の場合、企業の既定の勘定方法とみなす。\n[設定値のリスト]\n(consolidating：連結)、(european：ヨーロッパ)、(ifrs：IFRS)、(offsetting：見返)、(primary：プライマリ)、(tax：税)、(usgaap：US GAAP)、(japanese：日本)、(other：その他)"
3330,cor,cor-29,5,corG-6,accountPurposeDescription,0..1,accountPurposeDescriptionItemType,Description of Purpose of Account,Description of usage for aggregate account,勘定科目目的説明,勘定科目群の使用法の説明。
3340,cor,cor-30,5,corG-6,accountType,0..1,gl-gen:accountTypeItemType,Account Type,Type of account,科目種別,科目の種別。\n[設定値のリスト]\n(account：勘定科目)、(bank：銀行)、(employee：従業員)、(customer：顧客)、(job：ジョブ)、(vendor：仕入先)、(measurable：計測可能物)、(statistical：統計)、(other：その他) 
3350,cor,cor-31,5,corG-6,accountTypeDescription,0..1,accountTypeDescriptionItemType,Account Type Description,Free format description of the account type,科目種別説明,科目の種別の説明。
3360,bus,bus-114,5,corG-6,entryAccountingMethod,0..1,gl-gen:accountingMethodItemType,Entry Accounting Method,"For this entry, the method of accounting represented - from: accrual, cash, modified cash, modified accrual, encumbrance, special methods, hybrid methods, other",仕訳会計処理方法,この仕訳の会計処理方法を表す。発生基準、現金基準、修正現金基準、修正発生基準、債務基準、特別な方法、混合方法、その他\n[設定値のリスト]\n(accrual：発生基準)、(cash：現金基準)、(modified cash：修正現金基準)、(modified accrual：修正発生基準)、(encumbrance：債務基準)、(special methods：特別な方法)、(hybrid methods：混合方法)、(other：その他)\n
3370,bus,bus-115,5,corG-6,entryAccountingMethodDescription,0..1,gl-gen:accountingMethodDescriptionItemType,Entry Accounting Method Description,Free format description of the entry accounting method,仕訳会計処理方法説明,仕訳の会計処理方法の説明。
3380,bus,bus-116,5,corG-6,entryAccountingMethodPurpose,0..1,gl-gen:accountingMethodPurposeItemType,Entry Accounting Method Purpose,"For this entry, the reporting purpose represented - from book, tax, management, statutory, other",仕訳会計処理方法目的,仕訳の報告の目的を表す。帳簿、税、管理、スタチュトリ、その他\n[設定値のリスト]\n(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)\n
3390,bus,bus-117,5,corG-6,entryAccountingMethodPurposeDescription,0..1,gl-gen:accountingMethodPurposeDescriptionItemType,Entry Accounting Method Purpose Description,Free format description of the entry accounting method purpose,仕訳会計処理方法目的説明,仕訳の会計処理方法の目的の説明。
3400,cor,corG-7,5,corG-6,accountSub,0..n,_,Subaccount Information,Tuple to hold multiple accountSubIDs and Descriptions,【サブ科目情報】,複数のaccountSubIDと説明文を含むタプル。
3410,cor,cor-32,6,corG-7,accountSubDescription,0..1,accountSubDescriptionItemType,Subaccount Description,The description that accompanies accountSubID belongs here.,サブ科目説明,accountSubIDに関する説明。
3420,cor,cor-33,6,corG-7,accountSubID,0..1,accountSubIDItemType,Subaccount,"Where the primary account was placed in accountMainID, the code used for each profit center, division, business unit, fund, program, branch, project, class, su-class or other modifier is placed here.",サブ科目コード,主勘定科目をaccountMainIDに指定したときに、各プロフィットセンタ、事業部、事業体、基金、プログラム、支店、プロジェクト、クラス、su-クラス又は他の修飾子に使用されるコードはここに指定する。
3430,cor,cor-34,6,corG-7,accountSubType,0..1,accountSubTypeItemType,Type of Subaccount,"Type of sub-account - profit center, division, business unit, fund, program, branch, project, class, su-class or other modifier is placed here. For example:: Accountability center: Business unit: Class:Department: Project: Fund: Program:Job: Profit center: Branch: Setup class: Division: Unit",サブ科目種別,小勘定科目の種別。プロフィットセンタ、事業部、事業体、基金、プログラム、支店、プロジェクト、クラス、su-クラス又は他の修飾子がここに配置される。 例えば、責任単位、事業単位、クラス、部、プロジェクト、基金、プログラム、ジョブ、プロフィットセンター、支店、セットアップクラス、部門、ユニット\n
3440,cor,corG-8,6,corG-7,segmentParentTuple,0..n,_,Segment Parent Information,Tuple for showing the detail necessary to roll up from one segment (type of subaccount) to another.),【親セグメント情報】,セグメント（小勘定科目の種別）間のロールアップ時に必要な詳細情報を示すタプル。
3450,cor,cor-35,7,corG-8,parentSubaccountCode,0..1,parentSubaccountCodeItemType,Parent Subaccount Code,Subaccount NUMBER this subaccount rolls up to - see also subaccount type it rolls up to.,親サブ科目コード,この小勘定科目のロールアップ先の小勘定科目の番号-ロールアップ先の小勘定科目の種別も参照。
3460,cor,cor-36,7,corG-8,parentSubaccountType,0..1,parentSubaccountTypeItemType,Parent Subaccount Type,The describer of the segment this subaccount rolls up to.,親サブ科目種別,この小勘定科目のロールアップ先のセグメントの説明。
3470,cor,cor-37,7,corG-8,reportingTreeIdentifier,0..1,reportingTreeIdentifierItemType,Reporting Tree Identifier,Used for representing descriptions of reporting trees.,報告系統識別子,報告系統の説明に使用される。
3480,cor,cor-38,7,corG-8,parentSubaccountProportion,0..1,parentSubaccountProportionItemType,Parent Subaccount Percentage,"For partial allocations of amounts to different parents, the percentage of a child that will be allocated to a parent.",親サブ科目配分パーセンテージ,異なる親科目に配分する場合に、親科目に割り当てるパーセンテージ。
3490,cor,cor-39,5,corG-6,accountActive,0..1,gl-gen:activeItemType,Account Active,"Boolean to indicate whether the account is active (=""true"") or inactive (=""false"")",科目有効性,科目が有効か無効かを示すブール値。
3500,cor,cor-40,4,corG-5,amount,0..1,gl-gen:amountItemType,Monetary Amount,"This field (amount) represents the primary monetary amount related to the  subject of the entryDetail line. There is one primary monetary amount per entryDetail structure. It may, for example, represent the amount of one line of a journal entry, the balance on a document, or the extended amount of a line item on an invoice. Amount is not required if detailed entry is used for non-financial work and other elements are populated, in particular measurableQuantity. The amount field is a signed number (either positive or negative itself) and used in conjunction with a separate signOfAmount and a separate debitCreditCode, which together are considered for understanding the monetary amount. The unit of measure is determined by amountCurrency if present, and by the default or home currency if amountCurrency is not present.",金額,entryDetailの代表的な金額を示す。entryDetailごとにひとつの値を持つ。たとえば、仕訳帳の行、残高、請求書の行の金額。明細が会計業務用でなく、measurableQuantityなどの他の要素が設定されている場合は不要。符号付数値であり、金額を解釈するために用意されたsignOfAmountおよびdebitCreditCodeとあわせて使用される。通貨単位はamountCurrencyで決定される。amountCurrencyが指定されない場合は、既定または自国の通貨単位となる。
3510,muc,muc-2,4,corG-5,amountCurrency,0..1,currencyItemType,Currency,"The currency related to the amount can be entered here instead of the XBRL instance specified way, especially important in multi-currency situations. Recommend ISO 4217 coding.",通貨,XBRLインスタンス内に指定する方法のかわりに、金額の通貨を指定可能。多通貨環境で特に重要。ISO4217コード体系を推奨。
3520,muc,muc-6,4,corG-5,amountOriginalExchangeRateDate,0..1,exchangeRateDateItemType,Original Exchange Rate Date,Date of exchange rate used to record the original transaction.,原取引通貨換算レート日付,原取引の記録に使われた通貨換算レートの日付。
3530,muc,muc-3,4,corG-5,amountOriginalAmount,0..1,gl-gen:amountItemType,Amount in Original Currency,"Amount in original (as opposed to home) currency, for multi-currency tracking.",原取引通貨換算額,多通貨取引のための、(自国通貨に対する)原取引通貨での金額。
3540,muc,muc-4,4,corG-5,amountOriginalCurrency,0..1,currencyItemType,Original Currency,"The currency used to track original, as opposed to home, amounts. Recommended ISO 4217 coding.",原取引通貨,自国通貨に対する、原取引通貨。ISO4217コードを推奨。
3550,muc,muc-5,4,corG-5,amountOriginalExchangeRate,0..1,exchangeRateItemType,Original Exchange Rate,Exchange rate at time of original transaction (expressed as national currency divided by original currency),原取引通貨換算レート,原取引時の通貨換算レート。（自国通貨を原取引通貨で割った値）
3560,muc,muc-7,4,corG-5,amountOriginalExchangeRateSource,0..1,exchangeRateSourceItemType,Original Exchange Rate Source,"Source of Exchange Rate - for example, Reuters, Bloomberg",原取引通貨換算レート情報源,"通貨換算レートの情報源。たとえば、Reuters, Bloomberg。"
3570,muc,muc-8,4,corG-5,amountOriginalExchangeRateComment,0..1,commentItemType,Original Exchange Rate Comment,Comment about exchange rate used for recording original transaction.,原取引通貨換算レートコメント,原取引の記録に使用された通貨換算レートに関するコメント。
3580,muc,muc-9,4,corG-5,amountOriginalTriangulationAmount,0..1,amountItemType,Original Amount in Triangulation Currency,"If triangulation is used, amount in triangulation currency, for multi-currency tracking. Debit is entered as positive, credit as negative.",原取引トライアンギュレーション通貨換算額,トライアンギュレーション取引の場合に、トライアンギュレーション通貨での金額を指定する。借方は正、貸方は負の値を指定。
3590,muc,muc-10,4,corG-5,amountOriginalTriangulationCurrency,0..1,currencyItemType,Original Triangulation Currency,"The currency used for triangulation, if used. May often be EUR or USD. Recommended ISO 4217 coding.",原取引トライアンギュレーション通貨,トライアンギュレーション取引時の通貨。EUR、USDなど。ISO4217コードを推奨。
3600,muc,muc-11,4,corG-5,amountOriginalTriangulationExchangeRate,0..1,exchangeRateItemType,National to Triangulation Currency Exchange Rate,Exchange rate between national currency and triangulation currency at time of original transaction (expressed as national currency divided by triangulation currency),自国通貨トライアンギュレーション通貨換算レート,原取引時の、自国通貨とトライアンギュレーション通貨との換算レート。（自国通貨をトライアンギュレーション通貨で割った値）
3610,muc,muc-12,4,corG-5,amountOriginalTriangulationExchangeRateSource,0..1,exchangeRateSourceItemType,National to Triangulation Currency Exchange Rate Source,"Source of Exchange Rate for triangulation amount at time of original transaction - for example, Reuters, Bloomberg",自国通貨トライアンギュレーション通貨換算レート情報源,"原取引時の、トライアンギュレーション取引金額の換算レートの情報源。たとえば、Reuters, Bloomberg。"
3620,muc,muc-13,4,corG-5,amountOriginalTriangulationExchangeRateType,0..1,exchangeRateTypeItemType,National to Triangulation Currency Exchange Rate Type,"Type of Exchange Rate for triangulation amount at time of original transaction - for example, spot rate, forward contract etc.",自国通貨トライアンギュレーション通貨換算レート種別,原取引時の、トライアンギュレーション取引金額の換算レートの種別。たとえば、スポット・レート、先物など。
3630,muc,muc-14,4,corG-5,originalTriangulationExchangeRate,0..1,exchangeRateItemType,Original to Triangulation Currency Exchange Rate,Exchange rate between original currency and triangulation currency at time of original transaction (expressed as original currency divided by triangulation currency),原取引通貨トライアンギュレーション通貨換算レート,原取引時の、原取引通貨とトライアンギュレーション通貨との換算レート。（原取引通貨をトライアンギュレーション通貨で割った値）
3640,muc,muc-15,4,corG-5,originalExchangeRateTriangulationSource,0..1,exchangeRateSourceItemType,Original to Triangulation Currency Exchange Rate Source,"Source of Exchange Rate for triangulation from original currency to triangulation currency at time of original transaction - for example, Reuters, Bloomberg",原取引通貨トライアンギュレーション通貨換算レート情報源,"原取引時の、原取引通貨からトライアンギュレーション通貨への換算レートの情報源。たとえば、Reuters, Bloomberg。"
3650,muc,muc-16,4,corG-5,originalExchangeRateTriangulationType,0..1,exchangeRateTypeItemType,Original to Triangulation Currency Exchange Rate Type,"Type of Exchange Rate for triangulation from original currency to triangulation currency at time of original transaction - for example, spot rate, forward contract etc.",原取引通貨トライアンギュレーション通貨換算レート種別,原取引時の、原取引通貨からトライアンギュレーション通貨への換算レートの種別。たとえば、スポット・レート、先物など。
3660,cor,cor-41,4,corG-5,signOfAmount,0..1,gl-gen:signOfAmountItemType,Sign Indication for Amount,Sign of amount; provides 4 possible fields only when used in conjunction with debitCreditCode; primarily used for correcting entries so total debits and credits after an entry error are not inflated. D + increase DebitsD - decrease debitsC + decreases creditC - increases credit,金額符号,金額の符号。貸借識別子と関連して使用される場合にだけ、4つの可能なフィールドを提供する。記入エラー後の総貸借が膨張しないように、おもに仕訳の訂正に使用される。 D+は借方を増加させる。D-は借方を減少させる。C+は貸方を減少させる。C-は貸方を増加させる。\n[設定値のリスト]\n(+)、(-)、(plus：プラス)、(minus：マイナス) 
3670,cor,cor-42,4,corG-5,debitCreditCode,0..1,gl-gen:debitCreditCodeItemType,Debit/Credit Identifier,"Optional identifier of whether the amount is a (D)ebit, a (C)redit or Undefined",貸借区分コード,金額が借方か貸方か不定かを示す識別子。\n[設定値のリスト]\n(D)、(C)、(debit：借方)、(credit：貸方)、(undefined：不定) 
3680,cor,cor-43,4,corG-5,postingDate,0..1,postingDateItemType,Posting Date,"At the detail level, this represents the accounting significance date. No matter what date the document is received, entered, or posted, this signifies the accounting date of the entry. If you want to see the financial results for March 5, 2002 and this entry is given that date, the entry will be part of the results for March 5, 2002. This is different from the postedDate found at the entryHeader level. If you want the accounting significance to be a particular date, it goes here. A single entry could represent multiple dates, but would only be posted on one date.",転記日付,明細レベルで、会計上意義のある日付を示す。ドキュメントの受領、入力、転記の日付に関わらず、仕訳が会計処理された日付を示す。2002.03.05の財務結果を見たいときに、ここにその日付がある場合は、この明細は2002.03.05の結果の一部である。これは、entryHeaderにあるpostedDateとは異なる。特定の日付を会計上意義のある日付にしたいなら、ここに記述する。ひとつの仕訳が複数の日付をあらわせるが、ひとつの日でのみ転記される。
3690,bus,bus-118,4,corG-5,amountMemo,0..1,amountMemoItemType,Memo Line,A boolean like entry that indicates whether an entryDetail line has been provided solely to provide additional details and that tools should not consider the amount in postings.,メモ行フラグ,明細行が単に追加の詳細を与えるものであり、転記金額に含めるべきでないことを示すブール値。
3700,bus,bus-119,4,corG-5,allocationCode,0..1,allocationCodeItemType,Allocation Code,"Code associated with the calculation formula: e.g. (D)ivide by number of periods, (T)otal for period given",配分コード,計算方式に関するコード。例えば、(D)期間数で分割、(T)与えられた期間の合計。
3710,muc,mucG-1,4,corG-5,multicurrencyDetail,0..n,_,Multicurrency Detail,Section to provide additional information related to home currencies that differ from original currencies and related exchange rates - typically this will be used to record exchange rates and amounts in currencies and/or on dates other than those of the original transaction. This structure allows recording of exchange rates using a third currency as a triangulation currency. This is often EUR but is not restricted to being so. This structure may be repeated as many times as necessary to record amounts in foreign currencies on the same or different dates.,【多通貨明細】,原取引時の通貨と異なる、自国通貨と換算レートに関する追加情報のセクション。－現在および原取引時の、換算レートおよび金額の記録に使用される。\nトライアンギュレーション通貨としての第三通貨の換算レートを記録できる。EURの場合が多いがそれに限らない。この構造は、同日または異なる日の外貨での金額を記録する必要がある限り、繰り返し指定可能。
3720,muc,muc-17,5,mucG-1,multicurrencyDetailExchangeRateDate,0..1,exchangeRateDateItemType,Date of Exchange Rate,Date of exchange rate (other than original transaction date) on which amount is expressed as amountRestatedAmount or amountTriangulationAmount,換算レート日付,（原取引の日付ではなく）、amountRestatedAmountまたはamountTriangulationAmountが示された換算レートの日付。
3730,muc,muc-18,5,mucG-1,amountRestatedAmount,0..1,gl-gen:amountItemType,Restated Amount,The amount in the foreign currency identified by amountRestatedCurrency as of multicurrencyDetailExchangeRateDate.,換算額,amountRestatedCurrencyで指定された外貨での、multicurrencyDetailExchangeRateDate時点の、換算額。
3740,muc,muc-19,5,mucG-1,amountRestatedCurrency,0..1,currencyItemType,Currency of Restated Amount,The currency in which amountRestatedAmount is expressed. Recommended ISO 4217 coding.,換算通貨,amountRestatedAmountで使用される通貨。ISO4217コードを推奨。
3750,muc,muc-20,5,mucG-1,amountRestatedExchangeRate,0..1,exchangeRateItemType,Restated Amount Exchange Rate,Exchange rate used to convert amountRestatedAmount as of multicurrencyDetailExchangeRateDate (expressed as national currency divided by foreign currency),換算レート,amountRestatedAmountの算出に用いられた、multicurrencyDetailExchangeRateDate時点の換算レート。（自国通貨を外貨通貨で割った値）\n
3760,muc,muc-21,5,mucG-1,amountRestatedExchangeRateSource,0..1,exchangeRateSourceItemType,Restated Amount Exchange Rate Source,"Source of Exchange Rate for restated amount - for example, Reuters, Bloomberg",換算レート情報源,"外貨換算額の換算レートの情報源。たとえば、Reuters, Bloomberg。"
3770,muc,muc-22,5,mucG-1,amountRestatedExchangeRateType,0..1,exchangeRateTypeItemType,Restated Amount Exchange Rate Type,"Type of Exchange Rate for restated amount - for example, spot rate, forward contract etc.",換算レート種別,外貨換算額の換算レートの種別。たとえば、スポット・レート、先物など。
3780,muc,muc-23,5,mucG-1,amountTriangulationAmount,0..1,gl-gen:amountItemType,Amount in Triangulation Currency,The amount in the triangulation currency identified by amountTriangulationCurrency as of multicurrencyDetailExchangeRateDate.,トライアンギュレーション通貨換算額,amountTriangulationCurrencyで指定されたトライアンギュレーション通貨での、multicurrencyDetailExchangeRateDate時点の換算額。
3790,muc,muc-24,5,mucG-1,amountTriangulationCurrency,0..1,currencyItemType,Triangulation Currency,The currency used for tringulation between amountRestatedCurrency and the home currency. Recommended ISO 4217 coding.,トライアンギュレーション通貨,amountRestatedCurrencyと自国通貨間のトライアンギュレーション取引で使用される通貨。ISO4217コードを推奨。
3800,muc,muc-25,5,mucG-1,amountTriangulationExchangeRate,0..1,exchangeRateItemType,Triangulation Exchange Rate,Exchange rate used to convert amountTriangulationAmount as of multicurrencyDetailExchangeRateDate (expressed as national currency divided by triangulation currency),トライアンギュレーション通貨換算レート,amountTriangulationAmountの算出に用いられた、multicurrencyDetailExchangeRateDate時点の換算レート。（自国通貨をトライアンギュレーション通貨で割った値）
3810,muc,muc-26,5,mucG-1,amountTriangulationExchangeRateSource,0..1,exchangeRateSourceItemType,Triangulation Exchange Rate Source,"Source of Exchange Rate for triangulation amount - for example, Reuters, Bloomberg",トライアンギュレーション通貨換算レート情報源,"トライアンギュレーション通貨換算額の換算レートの情報源。たとえば、Reuters, Bloomberg。"
3820,muc,muc-27,5,mucG-1,amountTriangulationExchangeRateType,0..1,exchangeRateTypeItemType,Triangulation Exchange Rate Type,"Type of Exchange Rate for triangulation amount - for example, spot rate, forward contract etc.",トライアンギュレーション通貨換算レート種別,トライアンギュレーション通貨換算額の換算レートの種別。たとえば、スポット・レート、先物など。
3830,muc,muc-28,5,mucG-1,restatedTriangulationExchangeRate,0..1,exchangeRateItemType,Restated Triangulation Exchange Rate,Exchange rate used to convert from amountRestatedAmount to amountTriangulationAmount as of multicurrencyDetailExchangeRateDate (expressed as foreign currency divided by triangulation currency),換算通貨トライアンギュレーション通貨換算レート,amountRestatedAmountからamountTriangulationAmountへの、multicurrencyDetailExchangeRateDate時点の換算レート。（外貨通貨をトライアンギュレーション通貨で割った値）
3840,muc,muc-29,5,mucG-1,restatedExchangeRateTriangulationSource,0..1,exchangeRateSourceItemType,Restated Triangulation Exchange Rate Source,"Source of Exchange Rate for converting between foreign currency and triangulation currency - for example, Reuters, Bloomberg",換算通貨トライアンギュレーション通貨換算レート情報源,"外貨通貨とトライアンギュレーション通貨の間の換算レートの情報源。たとえば、Reuters, Bloomberg。"
3850,muc,muc-30,5,mucG-1,restatedExchangeRateTriangulationType,0..1,exchangeRateTypeItemType,Restated Triangulation Exchange Rate Type,"Type of Exchange Rate for converting between foreign currency and triangulation currency - for example, spot rate, forward contract etc.",換算通貨トライアンギュレーション通貨換算レート種別,外貨通貨とトライアンギュレーション通貨の間の換算レートの種別。たとえば、スポット・レート、先物など。
3860,muc,muc-31,5,mucG-1,multicurrencyDetailComment,0..1,commentItemType,Multicurrency Detail Comment,Comment describing the enclosing multicurrencyDetail tuple's contents. May include reason for recording additional exchange rates other than that used at the time of the original transaction.,多通貨明細コメント,multicurrencyDetailの内容のコメント。原取引時以外の、追加の換算レートを記録する理由などを記述。
3870,cor,cor-73,4,corG-5,documentType,0..1,gl-gen:documentTypeItemType,Document Type,"An enumerated field describing the original source document, with invoice, voucher, check and other enumerated entries",元文書種別,顧客への請求書、ベンダからの請求書、小切手、その他の列挙値による、元文書の説明。\n[設定値のリスト]\n(check：小切手)、(debit-memo：借方メモ)、(credit-memo：貸方メモ)、(finance-charge：財務費用)、(invoice：顧客への請求書)、(order-customer：顧客オーダ)、(order-vendor：仕入先オーダ)、(payment-other：その他支払い)、(reminder：督促状)、(tegata：手形)、(voucher：ベンダからの請求書)、(shipment：出荷票)、(receipt：受領票)、(manual-adjustment：手修正)、(other：その他)
3880,cor,cor-74,4,corG-5,documentTypeDescription,0..1,documentTypeDescriptionItemType,Document Type Description,Free format description of the document type,元文書種別説明,元文書の種別の説明。
3890,cor,cor-75,4,corG-5,invoiceType,0..1,gl-gen:invoiceTypeItemType,Invoice Type,"Invoice Type  (self-billed, ePoS enumerated values)",請求書種別,請求書の種別。(self-billed、ePoS)\n[設定値のリスト]\n(ePos：POSシステムからの発行)、(self-billed：手動発行)
3900,cor,cor-76,4,corG-5,documentNumber,0..1,documentNumberItemType,Document Number,"Invoice, check, voucher, or other source document identifier",元文書番号,請求書、小切手、証憑、その他の元文書の識別子。
3910,cor,cor-77,4,corG-5,documentApplyToNumber,0..1,documentApplyToNumberItemType,Apply To Number,"Document number of primary invoice number, used to offset payments, debits and credits; for an invoice, usually the same as the documentNumber. When calculating open balance on an invoice, or open amount on payments in advance or not fully applied, this permits calculation of the open item.",適用先番号,支払、借方、貸方の相殺に使用される、一次請求書の文書番号。請求書では通常documentNumberと等しい。未決済の請求書残高や、未決済の支払金額の計算時に、利用できる。
3920,cor,cor-78,4,corG-5,documentReference,0..1,documentReferenceItemType,Document Reference,Internal reference for the document above; number assigned internally to track the document,元文書参照情報,上の文書のための内部参照情報。文書を追跡するために内部的に割り当てた番号。
3930,cor,cor-79,4,corG-5,documentDate,0..1,documentDateItemType,Document Date,"Date (and less likely in the paper world but possible in the e-world, time) on actual document (invoice, voucher, check date). Other dates control posting information.",元文書日付,実際の文書（請求書、証憑、小切手）の日付（および、紙の世界ではありそうにないが、電子的には時刻）。 転記の情報は別の日付で管理する。
3940,bus,bus-132,4,corG-5,documentReceivedDate,0..1,documentReceivedDateItemType,Received Date,Date/time document was noted as received (if necessary). Represents actual date received. Posting dates are maintained separately.,元文書受領日付,（必要であれば）文書の受領が記録された日付/時刻。実際に受領された日付をあらわす。転記日付は別に管理される。
3950,bus,bus-133,4,corG-5,documentChargeReimb,0..1,documentChargeReimbItemType,Chargeable or Reimbursable,"Is this entry chargeable to client, reimbursable? Used by some systems to indicate that account on posting/validation should be posted to a customer or vendor's account.",請求支払可能フラグ,この仕訳は顧客に請求、支払可能か。いくつかのシステムでは転記/検証対象の科目が顧客や仕入先の科目に転記されるべきかどうかを示すために使用される。
3960,bus,bus-134,4,corG-5,documentLocation,0..1,documentLocationItemType,Document Location,"Document location as URI, file name or other reference. Alternatively, text of document can be placed here.",元文書格納場所,文書の格納場所である、URI、ファイル名またはその他の参照情報。代わりに、文書のテキストも記述可能。
3970,bus,bus-135,4,corG-5,paymentMethod,0..1,paymentMethodItemType,Payment Method,Method used or to be used to make the payment,支払方法,支払いのために使用された、または使用される方法。
3980,cor,cor-80,4,corG-5,postingStatus,0..1,gl-gen:postingStatusItemType,Posting Status,"deferred: although entered, it cannot be posted until a later time\nposted: already posted\nproposed: a proposed item that must be approved\nsimulated: a simulated item, for what-if\ntax: a tax-specific entry\nunposted:entered but not yet posted or validated\ncancelled:entered and later cancelled\nother:other status - should be described in postingStatusDescription",転記状態,・据置：入力されたが、まだ転記できない。\n・転記済：転記済み。\n・提案済：検証が必要な項目。\n・シミュレーション：仮定のためにシミュレートされた項目。\n・税：税項目。\n・未転記：入力されたが、まだ検証も転記もされていない。\n・取消済：入力されたが、取り消された。\n・その他：その他の状態。postingStatusDescriptionで説明されるべき。\n[設定値のリスト]\n(deferred：据置)、(posted：転記済)、(proposed：提案済)、(simulated：シミュレーション)、(tax：税)、(unposted：未転記)、(cancelled：取消済)、(other：その他)
3990,cor,cor-81,4,corG-5,postingStatusDescription,0..1,postingStatusDescriptionItemType,Posting Status Description,Free format description of the posting status,転記状態説明,転記状態の説明。
4000,cor,corG-18,4,corG-5,xbrlInfo,0..n,_,XBRL Information,This will roll up to XBRL reporting information - this is a parent - repeatable so that the same item can be reported through many taxonomies. Care should be taken to consider what happens if people post to the same account but different XBRL elements.,【XBRL情報】,XBRLレポート情報へのロールアップ情報。親タグであり、同じ項目が複数のタクソノミを通じて報告されうるように繰り返し可能。同一の勘定科目を異なるXBRL要素に転記した場合にどうなるか、注意深く考慮すべきである。
4010,cor,cor-82,5,corG-18,xbrlInclude,0..1,gl-gen:xbrlIncludeItemType,XBRL Allocation,"Indicates that the information being given is beginning_balance, ending_balance, period_change.",XBRL割当,与えられた情報が、期首残高、期末残高、期中増減のいずれであるかを示す。\n[設定値のリスト]\n(beginning_balance：期首残高)、(ending_balance：期末残高)、(period_change：期中増減)
