SemSort	ID	Section	PINTCard	Aligned	AlignedCard	Level	BT	BT_ja	DT	Desc	Desc_ja	Explanation	Explanation2	Example	SyntSort	element	UBLdatatype	XPath	selectors	Codelist	SyntaxCard	UBLOccurrence	CAR	AlignedRule	SharedRule	CodelistRule	PooledRule
	ibt-188	Aligned			1..1	1	Invoice line document identifier		Identifier	An identifiers for a document that the invoice line referes to.						cbc:ID		/ubl:Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:ID			1..1						
	ibt-189	Aligned			0..1	1	Document type code		Code	A code that qualifies the type of the document that is referenced.						cbc:DocumentTypeCode		/ubl:Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:DocumentTypeCode			0..1						
																cac:DocumentReference		/ubl:Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode = 130]	[cbc:DocumentTypeCode = 130]		0..1						
	ibt-128	Shared			0..1	1	Invoice line object identifier		Identifier	An identifier for an object on which the invoice line is based, given by the Seller.						cbc:ID		/ubl:Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:ID			1..1						
	ibt-128-1				0..1	1	Scheme identifier		Code	If it may be not clear for the receiver what scheme is used for the identifier.								/ubl:Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:ID/@schemeID			0..1						
																cbc:DocumentTypeCode		/ubl:Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode = 130]/cbc:DocumentTypeCode			1..1						
	ibg-27	Shared			0..n	1	INVOICE LINE ALLOWANCES			A group of business terms providing information about allowances applicable to the individual Invoice line.						cac:AllowanceCharge		/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge	[cbc:ChargeIndicator = false]		0..n						
																cbc:ChargeIndicator		/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator = false]/cbc:ChargeIndicator			1..1						
	ibt-140	Shared			0..1	1	Invoice line allowance reason code		Code	The reason for the Invoice line allowance, expressed as a code.						cbc:AllowanceChargeReasonCode		/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:AllowanceChargeReasonCode			0..1						
	ibt-139	Shared			0..1	1	Invoice line allowance reason		Text	The reason for the Invoice line allowance, expressed as text.						cbc:AllowanceChargeReason		/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:AllowanceChargeReason			0..1						
	ibt-138	Shared			0..1	1	Invoice line allowance percentage		Percentage	The percentage that may be used, in conjunction with the Invoice line allowance base amount, to calculate the Invoice line allowance amount.						cbc:MultiplierFactorNumeric		/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:MultiplierFactorNumeric			0..1						
	ibt-136	Shared			1..1	1	Invoice line allowance amount		Amount	The amount of an allowance, without TAX.						cbc:Amount		/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:Amount			1..1						
																		/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator = false]/cbc:Amount/@currencyID			1..1						
	ibt-137	Shared			0..1	1	Invoice line allowance base amount		Amount	The base amount that may be used, in conjunction with the Invoice line allowance percentage, to calculate the Invoice line allowance amount.						cbc:BaseAmount		/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:BaseAmount			0..1						
																		/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator = false]/cbc:BaseAmount/@currencyID			1..1						
	ibg-28	Shared			0..n	1	INVOICE LINE CHARGES			A group of business terms providing information about charges and taxes other than TAX applicable to the individual Invoice line.						cac:AllowanceCharge		/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge	[cbc:ChargeIndicator = true]		0..n						
																cbc:ChargeIndicator		/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator = true]/cbc:ChargeIndicator			1..1						
	ibt-145	Shared			0..1	1	Invoice line charge reason code		Code	The reason for the Invoice line charge, expressed as a code.						cbc:AllowanceChargeReasonCode		/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:AllowanceChargeReasonCode			0..1						
	ibt-144	Shared			0..1	1	Invoice line charge reason		Text	The reason for the Invoice line charge, expressed as text.						cbc:AllowanceChargeReason		/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:AllowanceChargeReason			0..1						
	ibt-143	Shared			0..1	1	Invoice line charge percentage		Percentage	The percentage that may be used, in conjunction with the Invoice line charge base amount, to calculate the Invoice line charge amount.						cbc:MultiplierFactorNumeric		/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:MultiplierFactorNumeric			0..1						
	ibt-141	Shared			1..1	1	Invoice line charge amount		Amount	The amount of a charge, without TAX.						cbc:Amount		/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:Amount			1..1						
																		/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator = true]/cbc:Amount/@currencyID			1..1						
	ibt-142	Shared			0..1	1	Invoice line charge base amount		Amount	The base amount that may be used, in conjunction with the Invoice line charge percentage, to calculate the Invoice line charge amount.						cbc:BaseAmount		/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:BaseAmount			0..1						
																		/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator = true]/cbc:BaseAmount/@currencyID			1..1						
	ibg-31	Shared			1..1	1	ITEM INFORMATION			A group of business terms providing information about the goods and services invoiced.						cac:Item		/ubl:Invoice/cac:InvoiceLine/cac:Item			1..1						
	ibt-154	Shared			0..1	1	Item description		Text	A description for an item.						cbc:Description		/ubl:Invoice/cac:InvoiceLine/cac:Item/cbc:Description			0..1						
	ibt-153	Shared			1..1	1	Item name		Text	A name for an item.						cbc:Name		/ubl:Invoice/cac:InvoiceLine/cac:Item/cbc:Name			1..1						
																cac:BuyersItemIdentification		/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:BuyersItemIdentification			0..1						
	ibt-156	Shared			0..1	1	Item Buyer's identifier		Identifier	An identifier, assigned by the Buyer, for the item.						cbc:ID		/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:BuyersItemIdentification/cbc:ID			1..1						
																cac:SellersItemIdentification		/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:SellersItemIdentification			0..1						
	ibt-155	Shared			0..1	1	Item Seller's identifier		Identifier	An identifier, assigned by the Seller, for the item.						cbc:ID		/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:SellersItemIdentification/cbc:ID			1..1						
																cac:StandardItemIdentification		/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification			0..1						
	ibt-157	Shared			0..1	1	Item standard identifier		Identifier	An item identifier based on a registered scheme.						cbc:ID		/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification/cbc:ID			1..1						
	ibt-157-1				1..1	1	Scheme identifier		Code	The identification scheme shall be identified from the entries of the list published by the ISO/IEC 6523 maintenance agency.								/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification/cbc:ID/@schemeID			1..1						
																cac:OriginCountry		/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:OriginCountry			0..1						
	ibt-159	Shared			0..1	1	Item country of origin		Code	The code identifying the country from which the item originates.						cbc:IdentificationCode		/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:OriginCountry/cbc:IdentificationCode			1..1						
																cac:CommodityClassification		/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification			0..n						
	ibt-158	Shared			0..n	1	Item classification identifier		Identifier	A code for classifying the item by its type or nature.						cbc:ItemClassificationCode		/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode			1..1						
	ibt-158-1				1..1	1	Scheme identifier		Code	The identification scheme shall be chosen from the entries in UNTDID 7143 [6].								/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode/@listID			1..1						
	ibt-158-2				0..1	1	Scheme version identifier		Text	The version of the identification scheme.								/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode/@listVersionID			0..1						
	ibg-30	Aligned			1..n	1	LINE TAX INFORMATION			A group of business terms providing information about the TAX applicable for the goods and services invoiced on the Invoice line.						cac:ClassifiedTaxCategory		/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory			1..n						
	ibt-151	Aligned			1..1	1	Invoiced item TAX category code		Code	The TAX category code for the invoiced item.						cbc:ID		/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID			1..1						
	ibt-152	Aligned			0..1	1	Invoiced item TAX rate		Percentage	The TAX rate, represented as percentage that applies to the invoiced item.						cbc:Percent		/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:Percent			0..1						
	ibt-166	Aligned			0..1	1	Unit TAX		Amount	A TAX amount that applied to each item unit.						cbc:PerUnitAmount		/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:PerUnitAmount			0..1						
																cac:TaxScheme		/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cac:TaxScheme			0..1						
	ibt-167	Aligned			0..1	1	Tax Scheme		Code	A code indicating the type of tax						cbc:ID		/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cac:TaxScheme/cbc:ID			1..1						
	ibg-32	Shared			0..n	1	ITEM ATTRIBUTES			A group of business terms providing information about properties of the goods and services invoiced.						cac:AdditionalItemProperty		/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty			0..n						
	ibt-160	Shared			1..1	1	Item attribute name		Text	The name of the attribute or property of the item.						cbc:Name		/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Name			1..1						
	ibt-161	Shared			1..1	1	Item attribute value		Text	The value of the attribute or property of the item.						cbc:Value		/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Value			1..1						
	ibg-29	Shared			1..1	1	PRICE DETAILS			A group of business terms providing information about the price applied for the goods and services invoiced on the Invoice line.						cac:Price		/ubl:Invoice/cac:InvoiceLine/cac:Price			1..1						
	ibt-146	Shared			1..1	1	Item net price		Unit Price Amount	The price of an item, exclusive of TAX, after subtracting item price discount.						cbc:PriceAmount		/ubl:Invoice/cac:InvoiceLine/cac:Price/cbc:PriceAmount			1..1						
																		/ubl:Invoice/cac:InvoiceLine/cac:Price/cbc:PriceAmount/@currencyID			1..1						
	ibt-149	Shared			0..1	1	Item price base quantity		Quantity	The number of item units to which the price applies.						cbc:BaseQuantity		/ubl:Invoice/cac:InvoiceLine/cac:Price/cbc:BaseQuantity			0..1						
	ibt-150				0..1	1	Item price base quantity unit of measure code		Code	The unit of measure that applies to the Item price base quantity.								/ubl:Invoice/cac:InvoiceLine/cac:Price/cbc:BaseQuantity/@unitCode			0..1						
																cac:AllowanceCharge		/ubl:Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge			0..1						
																cbc:ChargeIndicator		/ubl:Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge/cbc:ChargeIndicator			1..1						
	ibt-147	Shared			0..1	1	Item price discount		Unit Price Amount	The total discount subtracted from the Item gross price to calculate the Item net price.						cbc:Amount		/ubl:Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge/cbc:Amount			1..1						
																		/ubl:Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge/cbc:Amount/@currencyID			1..1						
	ibt-148	Shared			0..1	1	Item gross price		Unit Price Amount	The unit price, exclusive of TAX, before subtracting Item price discount.						cbc:BaseAmount		/ubl:Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge/cbc:BaseAmount			0..1						
																		/ubl:Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge/cbc:BaseAmount/@currencyID			1..1						
