SemSort	ID	Section	PINT Cardinality	Aligned	Aligned Cardinality	Level	BT	BT_ja	DT	Desc	Desc_ja	Explanation	Explanation\ja	Example Value (値の例)	Synt Sort	element	UBLdatatype	UBL syntax binding XPath	selectors	Code list	UBL Occurrence	CardinalityAlignment
2190	ibt-084	Shared	1..1		1..1	3	Payment account identifier	支払先口座ID	Identifier	"A unique identifier of the financial payment account	 at a payment service provider	 to which payment should be made."	支払先となる金融機関の口座ID。IBAN(SEPA支払いの場合)など。			1234121123456780 	2710	cbc:ID	udt:IdentifierType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:ID			0..1	CAR-2
2200	ibt-084-1	Aligned	0..1		0..1	3	Scheme identifier	スキーマID	Code	The identification of the identification scheme. As example IBAN	口座IDを発行する発番組織のスキーマID、例えば、IBAN。				2720	@schemeID	xsd:normalizedString	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:ID/@schemeID			0..1	
2210	ibt-085	Shared	0..1		0..1	3	Payment account name	支払先口座名義人名	Text	"The name of the payment account	 at a payment service provider	 to which payment should be made."	支払先口座の口座名義人名。			ｶ)ﾏﾙﾏﾙｼｮｳｼﾞ	2730	cbc:Name	udt:NameType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:Name			0..1	
															2740	cac:FinancialInstitutionBranch	cac:BranchType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch			0..1	
2220	ibt-086	Shared	0..1		0..1	3	Payment service provider identifier	支払先金融機関ID	Identifier	An identifier for the payment service provider where a payment account is located.	支払先口座がある金融機関ID。				2750	cbc:ID	udt:IdentifierType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cbc:ID			0..1	
2230	ibg-34	0	0..1		0..1	2	FINANCIAL INSTITUTION ADDRESS	住所		The address of the financial institution or its branch that holds the payment account.	支払い先口座がある金融機関やその支店の住所を提供するビジネス用語のグループ。				2760	cac:Address	cac:AddressType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address			0..1	
2240	ibt-169	Aligned	0..1		0..1	3	Account address line 1	支払先口座住所欄1	Text	The main address line in an address.	税務代理人の住所の主な記載欄。				2770	cbc:StreetName	udt:NameType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:StreetName			0..1	
2250	ibt-170	Aligned	0..1		0..1	3	Account address line 2	支払先口座住所欄2	Text	An additional address line in an address that can be used to give further details supplementing the main line.	税務代理人の住所の主な記載内容に加えて詳細な情報のために使用する追加記載欄。				2780	cbc:AdditionalStreetName	udt:NameType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:AdditionalStreetName			0..1	
2260	ibt-171	Aligned	0..1		0..1	3	Account city	支払先口座住所 市区町村	Text	"The common name of the city	 town or village	 where the account address is located."	税務代理人の住所の上記の記載内容に加えてより詳細な情報のために使用する追加記載欄。				2790	cbc:CityName	udt:NameType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:CityName			0..1	
2270	ibt-172	Aligned	0..1		0..1	3	Account post code	支払先口座郵便番号	Text	The identifier for an addressable group of properties according to the relevant postal service.	税務代理人が所在する市、町、村の通称。				2800	cbc:PostalZone	udt:TextType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:PostalZone			0..1	
2280	ibt-173	Aligned	0..1		0..1	3	Account country subdivision	支払先口座住所 都道府県	Text	The subdivision of a country.	税務代理人の住所の郵便番号。				2810	cbc:CountrySubentity	udt:TextType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:CountrySubentity			0..1	
															2820	cac:AddressLine	cac:AddressLineType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:AddressLine			0..n	CAR-3
2290	ibt-174	Aligned	0..1		0..1	3	Account address line 3	支払先口座住所欄3	Text	An additional address line in an address that can be used to give further details supplementing the main line.	税務代理人の住所の地方区分。		日本の場合は、都道府県。		2830	cbc:Line	xsd:string	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:AddressLine/cbc:Line			1..1	CAR-3
															2840	cac:Country	cac:CountryType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:Country			0..1	
2300	ibt-175	Aligned	0..1		0..1	3	Account country code	支払先口座国コード	Code	A code that identifies the country.	税務代理人の住所の国コード。		ISO 3166で規定されたアルファベット2文字のコード。		2850	cbc:IdentificationCode	udt:CodeType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:Country/cbc:IdentificationCode		ISO3166	0..1	
2340	ibg-19	Aligned	0..1		0..1	2	DIRECT DEBIT	自動口座引落		A group of business terms to specify a direct debit.	口座引落しを指定するビジネス条件の情報を提供するビジネス用語のグループ。				2860	cac:PaymentMandate	cac:PaymentManudt:DateType	/Invoice/cac:PaymentMeans/cac:PaymentMandate			0..1	
2350	ibt-089	Shared	0..1		0..1	3	Mandate reference identifier	マンデーション参照ID	Identifier	Unique identifier assigned by the Payee for referencing the direct debit mandate.	口座振替依頼を参照するために受取人によって割り当てられた固有ID。		買い手に事前通知するために使用する。SEPA口座振替である旨を通知するために受取人(支払先)によって割り当てられた固有ID。		2870	cbc:ID	udt:IdentifierType	/Invoice/cac:PaymentMeans/cac:PaymentMandate/cbc:ID			0..1	
															2880	cac:PayerFinancialAccount	cac:FinancialAccountType	/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount			0..1	
2370	ibt-091	Shared	0..1		0..1	3	Debited account identifier	自動引落口座ID	Identifier	The account to be debited by the direct debit.	自動口座引落によって引き落としがされる銀行口座ID。				2890	cbc:ID	udt:IdentifierType	/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cbc:ID			0..1	
1215	ibg-33	Aligned	0..n		0..n	1	INVOICE TERMS	支払条件		Information about the terms that apply to the settlement of the invoice amount.	請求金額の決済に適用される条件に関する情報。				2900	cac:PaymentTerms	cac:PaymentTermsType	/Invoice/cac:PaymentTerms			0..n	
1220	ibt-187	Aligned	0..1		0..1	2	Terms payment instructions ID	支払条件指示ID	Identifier	The payment instructions that apply to these payment terms.	これらの支払条件を適用する支払指示。				2910	cbc:PaymentMeansID	udt:IdentifierType	/Invoice/cac:PaymentTerms/cbc:PaymentMeansID			0..n	CAR-3
1230	ibt-020	Shared	0..1		0..1	2	Payment terms	支払条件	Text	A textual description of the payment terms that apply to the amount due for payment (Including description of possible penalties).	支払額に適用される支払条件の説明(罰則の記載を含む)。支払条件の文字による説明。	"Common description in English \nPIA - Payment in advance \nNet 30 - Payment 30 days after invoice date \nEOM - End of month \n21 MFI - 21st of the month following invoice date \n1% 10 Net 30 - 1% discount if payment received within ten days otherwise payment 30 days after invoice date \nCOD - Cash on delivery \n1MD - Monthly credit payment of a full month's supply \netc.  source: https://examples.yourdictionary.com/payment-terms-examples.html \nThe information to show ""Who bears bank charge"" can be also putas textual payment terms. nobu"	"英語での慣用例文 PIA	 Net 30	EOM	21 MFI	1% 10 Net 30	COD	1MD	etc. \n振込手数料を売り手買い手のどちらが負担するかといった情報をテキスト情報として入れ込むことは可能。"		2920	cbc:Note	udt:TextType	/Invoice/cac:PaymentTerms/cbc:Note			0..n	CAR-3
1240	ibt-176	Aligned	0..1		0..1	2	Terms amount	支払条件金額	Amount	The payment amount that these terms apply to.	これらの条件が適用される支払金額。				2930	cbc:Amount	udt:AmountType	/Invoice/cac:PaymentTerms/cbc:Amount			0..1	
1250	ibt-177	Aligned	0..1		0..1	2	Terms installment due date	分割支払支払期日	Date	The date before end of which the terms amount shall be settled.	分割支払の場合の各支払期日。	The date is described in the Christian era and is YYYY-MM-DD. 	日付表示は西暦表示で、YYYY-MM-DD となる。		2940	cbc:InstallmentDueDate	udt:DateType	/Invoice/cac:PaymentTerms/cbc:InstallmentDueDate			0..1	
2380	ibg-35	Aligned	0..n		0..n	1	Paid amounts	支払済金額		Breakdown of the paid amount deducted from the amount due.	請求書通貨での支払済金額を提供するビジネス用語のグループ。				2950	cac:PrepaidPayment	cac:PaymentType	/Invoice/cac:PrepaidPayment			0..n	
2390	ibt-179	Aligned	0..1		0..1	2	Payment identifier	支払ID	Identifier	"An identifier that references the payment	 such as bank transfer identifier."	銀行振込のIDなど、支払を参照するID				2960	cbc:ID	udt:IdentifierType	/Invoice/cac:PrepaidPayment/cbc:ID			0..1	
2400	ibt-180	Aligned	0..1	Aligned	1..1	2	Paid amount	支払済金額	Amount	The amount of the payment in the invoice currency.	請求書通貨での支払済金額。		日本では必須項目。		2970	cbc:PaidAmount	udt:AmountType	/Invoice/cac:PrepaidPayment/cbc:PaidAmount			0..1	CAR-2
2410	ibt-181	Aligned	0..1		0..1	2	The date when the paid amount is debited to the invoice.	支払済金額が請求書に差引記載される日	Date	The date when the prepaid amount was received by the seller.	前払金額を売り手が受領した日。	The date is described in the Christian era and is YYYY-MM-DD. 	日付表示は西暦表示で、YYYY-MM-DD となる。		2980	cbc:ReceivedDate	udt:DateType	/Invoice/cac:PrepaidPayment/cbc:ReceivedDate			0..1	
2420	ibt-182	Aligned	0..1		0..1	2	Payment type	支払タイプ	Code	The type of the the payment.	支払いのタイプ。				2990	cbc:InstructionID	udt:IdentifierType	/Invoice/cac:PrepaidPayment/cbc:InstructionID			0..1	
2430	ibg-20	Shared	0..n		0..n	1	DOCUMENT LEVEL ALLOWANCES	請求書レベルの返金		A group of business terms providing information about allowances applicable to the Invoice as a whole.	請求書レベルの返金に関する情報を提供するビジネス用語のグループ。				3000	cac:AllowanceCharge	cac:AllowanceChargeType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]	cbc:ChargeIndicator = false		0..n	
															3010	cbc:ChargeIndicator	udt:IndicatorType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator			1..1	
2480	ibt-098	Shared	0..1		0..1	2	Document level allowance reason code	請求書レベルの返金の理由コード	Code	"The reason for the document level allowance	 expressed as a code."	請求書レベルの返金の理由コード。				3020	cbc:AllowanceChargeReasonCode	udt:CodeType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode		UNCL5189	0..1	
2470	ibt-097	Shared	0..1		0..1	2	Document level allowance reason	請求書レベルの返金の理由	Text	"The reason for the document level allowance	 expressed as text."	請求書レベルの返金の理由をテキストで表現。				3030	cbc:AllowanceChargeReason	udt:TextType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason			0..n	CAR-3
2460	ibt-094	Shared	0..1		0..1	2	Document level allowance percentage	請求書レベルの返金の率	Percentage	"The percentage that may be used	 in conjunction with the document level allowance base amount	 to calculate the document level allowance amount."	請求書レベルの返金基準金額に乗じて、請求書レベルの返金金額を算出する際に使用されるパーセント。				3040	cbc:MultiplierFactorNumeric	udt:NumericType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric			0..1	
2440	ibt-092	Shared	1..1		1..1	2	Document level allowance amount	請求書レベルの返金金額(税抜き)	Amount	"The amount of an allowance	 without TAX."	返金金額(税抜き)。			300	3050	cbc:Amount	udt:AmountType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount			1..1	
															3060	@currencyID	xsd:normalizedString	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount/@currencyID			1..1	
2450	ibt-093	Shared	0..1		0..1	2	Document level allowance base amount	請求書レベルの返金金額の基準となる金額	Amount	"The base amount that may be used	 in conjunction with the document level allowance percentage	 to calculate the document level allowance amount."	請求書レベルの返金の率を乗じて請求書レベルの返金金額を算出する際に使用される基準金額。			割引	3070	cbc:BaseAmount	udt:AmountType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount			0..1	
															3080	@currencyID	xsd:normalizedString	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount/@currencyID			1..1	
															3090	cac:TaxCategory	cac:TaxCategoryType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory			0..n	
2490	ibt-095	Aligned	0..n	Aligned	1..1	2	Document level allowance TAX category code	請求書レベルの返金の課税分類コード	Code	A coded identification of what TAX category applies to the document level allowance.	請求書レベルの返金に適用される課税分類コード。	"Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme	 like standard rate	 reduced rate	 etc. The operation in Japan is as follows.\nS Standard rate Consumption Tax\nAA Lower rate Consumption Tax\nE Exempt from Tax \nG Free export item	 Consumption Tax not charged\nO Outside scope of tax (The seller is not registered for Consumption Tax.)"	日本では必須項目。	S	3100	cbc:ID	udt:IdentifierType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:ID		UNCL535	0..1	CAR-2
2500	ibt-096	Aligned	0..1		0..1	2	Document level allowance TAX rate	請求書レベルの返金の税率	Percentage	"The TAX rate	 represented as percentage that applies to the document level allowance."	請求書レベルの返金に適用される消費税率(パーセント)。			10	3110	cbc:Percent	udt:PercentType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:Percent			0..1	
2510	ibt-196	Aligned	0..1	Aligned	0..0	2	Document level allowance TAX exemption reason code	請求書レベルの返金の非課税理由テキスト	Text	A coded statement of the reason for why the document level allowance amount is exempted from TAX.	請求書レベルの返金が非課税または課税されない理由をテキストで表現。		日本では使用しない。		3120	cbc:TaxExemptionReasonCode	udt:CodeType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:TaxExemptionReasonCode			0..1	prohibit
2520	ibt-197	Aligned	0..1	Aligned	0..0	2	Document level allowance TAX exemption reason text	請求書レベルの返金の非課税理由コード	Code	A textual statement of the reason why the document level allowance amount is exempted from TAX or why no TAX is being charged.	請求書レベルの返金が非課税または課税されない理由をコードで表現。		日本では使用しない。		3130	cbc:TaxExemptionReason	udt:TextType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:TaxExemptionReason			0..n	prohibit
															3140	cac:TaxScheme	cac:TaxSchemeType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cac:TaxScheme			1..1	
															3150	cbc:ID	udt:IdentifierType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cac:TaxScheme/cbc:ID			0..1	
2530	ibg-21	Shared	0..n		0..n	1	DOCUMENT LEVEL CHARGES	請求書レベルの追加請求		"A group of business terms providing information about charges and taxes other than TAX	 applicable to the Invoice as a whole."	請求書レベルの追加請求や追加税(消費税以外)に関する情報を提供するビジネス用語のグループ。				3160	cac:AllowanceCharge	cac:AllowanceChargeType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]	cbc:ChargeIndicator = true		0..n	
															3170	cbc:ChargeIndicator	udt:IndicatorType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode/cbc:ChargeIndicator			1..1	
2580	ibt-105	Shared	0..1		0..1	2	Document level charge reason code	請求書レベルの追加請求の理由コード	Code	"The reason for the document level charge	 expressed as a code."	請求書レベルの追加請求の理由コード。				3180	cbc:AllowanceChargeReasonCode	udt:CodeType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode		UNCL7161	0..1	
2570	ibt-104	Shared	0..1		0..1	2	Document level charge reason	請求書レベルの追加請求の理由	Text	"The reason for the document level charge	 expressed as text."	請求書レベルの追加請求の理由をテキストで表現。			諸掛	3190	cbc:AllowanceChargeReason	udt:TextType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason			0..n	CAR-3
2560	ibt-101	Shared	0..1		0..1	2	Document level charge percentage	請求書レベルの追加請求の率	Percentage	"The percentage that may be used	 in conjunction with the document level charge base amount	 to calculate the document level charge amount."	請求書レベルの追加請求基準金額に乗じて請求書レベルの追加請求金額を算出するために使用されるパーセント。				3200	cbc:MultiplierFactorNumeric	udt:NumericType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:MultiplierFactorNumeric			0..1	
2540	ibt-099	Shared	1..1		1..1	2	Document level charge amount	請求書レベルの追加請求金額(税抜き)	Amount	"The amount of a charge	 without TAX."	追加請求金額(税抜き)。			200	3210	cbc:Amount	udt:AmountType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount			1..1	
															3220	@currencyID	xsd:normalizedString	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount/@currencyID			1..1	
2550	ibt-100	Shared	0..1		0..1	2	Document level charge base amount	請求書レベルの追加請求金額の基準となる金額	Amount	"The base amount that may be used	 in conjunction with the document level charge percentage	 to calculate the document level charge amount."	請求書レベルの追加請求率を乗じて請求書レベルの追加請求金額を算出する際に使用される基準金額。				3230	cbc:BaseAmount	udt:AmountType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount			0..1	
															3240	@currencyID	xsd:normalizedString	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount/@currencyID			1..1	
															3250	cac:TaxCategory	cac:TaxCategoryType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory			0..n	CAR-2 CAR-3
2590	ibt-102	Aligned	0..n	Aligned	1..1	2	Document level charge TAX category code	請求書レベルの追加請求の課税分類コード	Code	A coded identification of what TAX category applies to the document level charge.	請求書レベルの追加請求に適用される課税分類コード。	"Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme	 like standard rate	 reduced rate	 etc. The operation in Japan is as follows.\nS Standard rate Consumption Tax\nAA Lower rate Consumption Tax\nE Exempt from Tax \nG Free export item	 Consumption Tax not charged\nO Outside scope of tax (The seller is not registered for Consumption Tax.)"	日本では必須項目。	S	3260	cbc:ID	udt:IdentifierType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:ID		UNCL535	0..1	CAR-2 CAR-3
2600	ibt-103	Aligned	0..1		0..1	2	Document level charge TAX rate	請求書レベルの追加請求の税率	Percentage	"The TAX rate	 represented as percentage that applies to the document level charge."	請求書レベルの追加請求に適用される消費税率(パーセント)。			10	3270	cbc:Percent	udt:PercentType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:Percent			0..1	
2610	ibt-198	Aligned	0..1	Aligned	0..0	2	Document level charge TAX exemption reason code	請求書レベルの追加請求の非課税理由テキスト	Text	A coded statement of the reason for why the document level charge amount is exempted from TAX.	請求書レベルの追加請求が非課税または課税されない理由をテキストで表現。		日本では使用しない。		3280	cbc:TaxExemptionReasonCode	udt:CodeType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:TaxExemptionReasonCode			0..1	prohibit
2620	ibt-199	Aligned	0..1	Aligned	0..0	2	Document level charge TAX exemption reason text	請求書レベルの追加請求の非課税理由コード	Code	A textual statement of the reason why the document level charge amount is exempted from TAX or why no TAX is being charged	請求書レベルの追加請求が非課税または課税されない理由をコードで表現。		日本では使用しない。		3290	cbc:TaxExemptionReason	udt:TextType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:TaxExemptionReason			0..n	prohibit
															3300	cac:TaxScheme	cac:TaxSchemeType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cac:TaxScheme			1..1	
															3310	cbc:ID	udt:IdentifierType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cac:TaxScheme/cbc:ID			0..1	
															3320	cac:TaxTotal	cac:TaxTotalType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]	cac:TaxTotal/TaxAmount/@currency = cbc:DocumentCurrencyCode		0..n	
2680	ibt-110	Shared	1..1		1..1	2	Invoice total TAX amount	請求書消費税合計金額	Amount	The total TAX amount for the Invoice.	請求書消費税合計金額。		jbt-110 = Σ jbt-117 課税分類毎の消費税額。	400	3330	cbc:TaxAmount	udt:AmountType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cbc:TaxAmount			1..1	
															3340	@currencyID	xsd:normalizedString	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cbc:TaxAmount/@currencyID			1..1	
2810	ibg-23	Aligned	1..n		1..n	1	TAX BREAKDOWN	税内訳情報		"A group of business terms providing information about TAX breakdown by different categories	 rates and exemption reasons"	課税分類、消費税率、非課税/不課税理由毎の、消費税内訳に関する情報を提供するビジネス用語のグループ。				3350	cac:TaxSubtotal	cac:TaxSubtotalType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal			0..n	CAR-2
2820	ibt-116	Aligned	1..1		1..1	2	TAX category taxable amount	課税分類毎の課税基準額	Amount	Sum of all taxable amounts subject to a specific TAX category code and TAX category rate (if the TAX category rate is applicable).	課税分類/課税分類の消費税率毎の課税基準額の合計。			4000	3360	cbc:TaxableAmount	udt:AmountType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cbc:TaxableAmount			0..1	CAR-2
															3370	@currencyID	xsd:normalizedString	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cbc:TaxableAmount/@currencyID			1..1	
2830	ibt-117	Aligned	1..1		1..1	2	TAX category tax amount	課税分類毎の消費税額	Amount	The total TAX amount for a given TAX category.	課税分類毎の消費税額合計。			400	3380	cbc:TaxAmount	udt:AmountType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cbc:TaxAmount			1..1	
															3390	@currencyID	xsd:normalizedString	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cbc:TaxAmount/@currencyID			1..1	
															3400	cac:TaxCategory	cac:TaxCategoryType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory			1..1	
2840	ibt-118	Aligned	1..1		1..1	2	TAX category code	課税分類コード	Code	Coded identification of a TAX category.	消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコード。			S	3410	cbc:ID	udt:IdentifierType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:ID		UNCL535	0..1	CAR-2
2850	ibt-119	Aligned	0..1		0..1	2	TAX category rate	課税分類毎の税率	Percentage	"The TAX rate	 represented as percentage that applies for the relevant TAX category."	課税分類毎の税額計算のための率。			10	3420	cbc:Percent	udt:PercentType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent			0..1	
2870	ibt-121	Aligned	0..1	Aligned	0..0	2	TAX exemption reason code	非課税理由コード	Code	A coded statement of the reason for why the amount is exempted from TAX.	非課税または課税されない理由をコードで表現。		日本では使用しない。		3430	cbc:TaxExemptionReasonCode	udt:CodeType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReasonCode			0..1	prohibit
2860	ibt-120	Aligned	0..1	Aligned	0..0	2	TAX exemption reason text	非課税理由テキスト	Text	A textual statement of the reason why the amount is exempted from TAX or why no TAX is being charged	非課税または課税されない理由をテキストで表現。		日本では使用しない。		3440	cbc:TaxExemptionReason	udt:TextType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReason			0..n	prohibit
															3450	cac:TaxScheme	cac:TaxSchemeType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme			1..1	
															3460	cbc:ID	udt:IdentifierType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:ID			0..1	
2730	ibg-37	Aligned	0..1		0..1	1	DOCUMENT TOTALS IN TAX ACCOUNTING CURRENCY	会計通貨での請求書総合計金額		A group of business terms providing the monetary totals for the Invoice in the tax accounting currency.	請求書の合計金額を税務会計通貨で提供するビジネス用語のグループ。				3470	cac:TaxTotal	cac:TaxTotalType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]	cac:TaxTotal/TaxAmount/@currency = cbc:TaxCurrencyCode		0..n	CAR-3
2740	ibt-111	Aligned	0..1		0..1	2	Invoice total TAX amount in tax accounting currency	会計通貨での請求書消費税合計金額	Amount	The TAX total amount expressed in the accounting currency accepted or required in the country of the Seller.	売り手の国で認められた、又は要求された会計通貨での消費税合計金額。	The currency code must be the one listed in the ISO 4217 Currency codes.	通貨コードは、ISO 4217 Currency codes で定められているものを使用しなければならない。		3480	cbc:TaxAmount	udt:AmountType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cbc:TaxAmount			1..1	CAR-1
															3490	@currencyID	xsd:normalizedString	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cbc:TaxAmount/@currencyID			1..1	
2750	ibg-38	Aligned	0..1	Aligned	1..n	2	TAX BREAKDOWN IN ACCOUNTING CURRENCY	会計通貨での税内訳情報		"A group of business terms providing information about TAX breakdown by different categories	 rates and exemption reasons in the invoice accounting currency."	請求書の会計通貨でのさまざまな課税分類、税率、および免税理由による消費税の内訳に関する情報を提供するビジネス用語のグループ。				3500	cac:TaxSubtotal	cac:TaxSubtotalType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal			0..n	CAR-2
