SemSort,ID,Section,PINTCard,Aligned,AlignedCard,Level,BT,BT_ja,DT,Desc,Desc_ja,Explanation,Explanation2,Example,SyntSort,element,UBLdatatype,XPath,selectors,Code list,SyntaxCard,UBLOccurrence,CAR,AlignedRule,SharedRule,CodelistRule,PooledRule
2820,ibt-116,Aligned,1..1,,1..1,2,TAX category taxable amount,課税分類毎の課税基準額,Amount,Sum of all taxable amounts subject to a specific TAX category code and TAX category rate (if the TAX category rate is applicable).,課税分類毎の課税基準額,課税分類/課税分類の消費税率毎の課税基準額の合計。,,4000,3170,cbc:TaxableAmount,udt:AmountType,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID = /*/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cbc:TaxableAmount,,,1..1,0..1,CAR-2,"[aligned-ibrp-45]-Each tax breakdown (ibg-23) MUST have a tax category taxable amount (ibt-116).
[aligned-ibrp-51-jp]-Tax category tax amount (ibt-117) = tax category taxable amount (ibt-116) x (tax category rate (ibt-119) / 1), rounded to integer. The rounded result amount shall be between the floor and the ceiling..",,[ibr-cl-3]-currencyID MUST be coded using ISO code list 4217 alpha-3.,"[aligned-ibrp-45]-Each tax breakdown (ibg-23) MUST have a tax category taxable amount (ibt-116).
[aligned-ibrp-51]-Tax category tax amount (ibt-117) = tax category taxable amount (ibt-116) x (tax category rate (ibt-119) / 1), rounded to two decimals.
[aligned-ibrp-ae-8]-For each different value of tax category rate (ibt-119) where the tax category code (ibt-118) is """"Reverse charge"", the tax category taxable amount (ibt-116) in a tax breakdown (ibg-23) MUST equal the sum of Invoice line net amounts (ibt-131) plus the sum of document level charge amounts (ibt-99) minus the sum of document level allowance amounts (ibt-92) where the tax category code (ibt-151, ibt-12, ibt-95) is ""Standard rated"" and the tax rate (ibt-152, ibt-13, ibt-96) equals the tax category rate (ibt-119).
[aligned-ibrp-ae-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Reverse charge"" MUST equal the tax category taxable amount (ibt-116) multiplied by the tax category rate (ibt-119).
[aligned-ibrp-e-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Exempt from tax"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Exempt from tax"".
[aligned-ibrp-g-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Export"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Export"".
[aligned-ibrp-ic-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Intra-community supply"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, BT-95, BT-12) are ""Intra-community supply"".
[aligned-ibrp-o-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is "" Not subject to tax"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Not subject to tax"".
[aligned-ibrp-s-8]-For each different value of tax category rate (ibt-119) where the tax category code (ibt-118) is ""Standard rated"", the tax category taxable amount (ibt-116) in a tax breakdown (ibg-23) MUST equal the sum of Invoice line net amounts (ibt-131) plus the sum of document level charge amounts (ibt-99) minus the sum of document level allowance amounts (ibt-92) where the tax category code (ibt-151, ibt-12, ibt-95) is ""Standard rated"" and the tax rate (ibt-152, ibt-13, ibt-96) equals the tax category rate (ibt-119).
[aligned-ibrp-s-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Standard rated"" MUST equal the tax category taxable amount (ibt-116) multiplied by the tax category rate (ibt-119).
[aligned-ibrp-z-8]-In a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Zero rated"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amount (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Zero rated""."
2830,ibt-117,Aligned,1..1,,1..1,2,TAX category tax amount,課税分類毎の消費税額,Amount,The total TAX amount for a given TAX category.,課税分類毎の消費税額,課税分類毎の消費税額合計。,,400,3180,cbc:TaxAmount,udt:AmountType,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID = /*/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cbc:TaxAmount,,,1..1,1..1,,"[aligned-ibr-jp-6]-Tax category tax amount (ibt-117) with currency code JPY and tax category tax amount in accounting currency (ibt-19) shall not have decimal.
[aligned-ibrp-46]-Each tax breakdown (ibg-23) MUST have a tax category tax amount (ibt-117).
[aligned-ibrp-51-jp]-Tax category tax amount (ibt-117) = tax category taxable amount (ibt-116) x (tax category rate (ibt-119) / 1), rounded to integer. The rounded result amount shall be between the floor and the ceiling..
[aligned-ibrp-e-9]-The tax category tax amount (ibt-117) In a tax breakdown (ibg-23) where the tax category code (ibt-118) equals ""Exempt from tax"" MUST equal  (zero).
[aligned-ibrp-g-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Export"" MUST be  (zero).
[aligned-ibrp-o-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Not subject to tax"" MUST be  (zero).",[ibr-co-14]-Invoice total Tax amount (ibt-11) = Σ Tax category tax amount (ibt-117).,[ibr-cl-3]-currencyID MUST be coded using ISO code list 4217 alpha-3.,"[aligned-ibrp-46]-Each tax breakdown (ibg-23) MUST have a tax category tax amount (ibt-117).
[aligned-ibrp-51]-Tax category tax amount (ibt-117) = tax category taxable amount (ibt-116) x (tax category rate (ibt-119) / 1), rounded to two decimals.
[aligned-ibrp-ae-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Reverse charge"" MUST equal the tax category taxable amount (ibt-116) multiplied by the tax category rate (ibt-119).
[aligned-ibrp-e-9]-The tax category tax amount (ibt-117) In a tax breakdown (ibg-23) where the tax category code (ibt-118) equals ""Exempt from tax"" MUST equal  (zero).
[aligned-ibrp-g-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Export"" MUST be  (zero).
[aligned-ibrp-ic-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Intra-community supply"" MUST be  (zero).
[aligned-ibrp-o-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Not subject to tax"" MUST be  (zero).
[aligned-ibrp-s-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Standard rated"" MUST equal the tax category taxable amount (ibt-116) multiplied by the tax category rate (ibt-119).
[aligned-ibrp-z-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Zero rated"" MUST equal  (zero)."
2840,ibt-118,Aligned,1..1,,1..1,2,TAX category code,課税分類コード,Code,Coded identification of a TAX category.,課税分類コード,消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコード。,,S,3200,cbc:ID,udt:IdentifierType,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID = /*/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cbc:ID,,UNCL535,1..1,0..1,CAR-2,"[aligned-ibrp-47]-Each tax breakdown (ibg-23) MUST be defined through a tax category code (ibt-118).
[aligned-ibrp-e-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Exempt from tax"" MUST contain exactly one tax breakdown (ibg-23) with the tax category code (ibt-118) equal to ""Exempt from tax"".
[aligned-ibrp-e-9]-The tax category tax amount (ibt-117) In a tax breakdown (ibg-23) where the tax category code (ibt-118) equals ""Exempt from tax"" MUST equal  (zero).
[aligned-ibrp-g-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Export"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Export"".
[aligned-ibrp-g-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Export"" MUST be  (zero).
[aligned-ibrp-o-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Not subject to tax"" MUST contain exactly one tax breakdown group (ibg-23) with the tax category code (ibt-118) equal to ""Not subject to tax"".
[aligned-ibrp-o-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Not subject to tax"" MUST be  (zero).",,,"[aligned-ibrp-47]-Each tax breakdown (ibg-23) MUST be defined through a tax category code (ibt-118).
[aligned-ibrp-ae-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Reverse charge"" MUST contain in the tax Breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Tax reverse charge"".
[aligned-ibrp-ae-8]-For each different value of tax category rate (ibt-119) where the tax category code (ibt-118) is """"Reverse charge"", the tax category taxable amount (ibt-116) in a tax breakdown (ibg-23) MUST equal the sum of Invoice line net amounts (ibt-131) plus the sum of document level charge amounts (ibt-99) minus the sum of document level allowance amounts (ibt-92) where the tax category code (ibt-151, ibt-12, ibt-95) is ""Standard rated"" and the tax rate (ibt-152, ibt-13, ibt-96) equals the tax category rate (ibt-119).
[aligned-ibrp-ae-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Reverse charge"" MUST equal the tax category taxable amount (ibt-116) multiplied by the tax category rate (ibt-119).
[aligned-ibrp-ae-1]-A tax breakdown (ibg-23) with tax Category code (ibt-118) ""Reverse charge"" MUST not have a tax exemption reason code (ibt-121) or tax exemption reason text (ibt-12).
[aligned-ibrp-e-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Exempt from tax"" MUST contain exactly one tax breakdown (ibg-23) with the tax category code (ibt-118) equal to ""Exempt from tax"".
[aligned-ibrp-e-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Exempt from tax"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Exempt from tax"".
[aligned-ibrp-e-9]-The tax category tax amount (ibt-117) In a tax breakdown (ibg-23) where the tax category code (ibt-118) equals ""Exempt from tax"" MUST equal  (zero).
[aligned-ibrp-e-1]-A tax breakdown (ibg-23) with tax Category code (ibt-118) ""Exempt from tax"" MUST have a tax exemption reason code (ibt-121) or a tax exemption reason text
[aligned-ibrp-g-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Export"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Export"".
[aligned-ibrp-g-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Export"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Export"".
[aligned-ibrp-g-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Export"" MUST be  (zero).
[aligned-ibrp-g-1]-A tax breakdown (ibg-23) with the tax Category code (ibt-118) ""Export"" MUST have a tax exemption reason code (ibt-121), meaning ""Export"" or the tax exemption reason text (ibt-12) ""Export"" (or the equivalent standard text in another language).
[aligned-ibrp-ic-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, BT-95 or BT-12) is ""Intra-community supply"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Intra-community supply"".
[aligned-ibrp-ic-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Intra-community supply"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, BT-95, BT-12) are ""Intra-community supply"".
[aligned-ibrp-ic-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Intra-community supply"" MUST be  (zero).
[aligned-ibrp-ic-1]-A tax breakdown (ibg-23) with the tax Category code (ibt-118) ""Intra-community supply"" MUST have a tax exemption reason code (ibt-121), meaning ""Intra-community supply"" or the tax exemption reason text (ibt-12) ""Intra-community supply"" (or the equivalent standard text in another language).
[aligned-ibrp-ic-11]-In an Invoice with a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Intra-community supply"" the Actual delivery date (ibt-72) or the Invoicing period (ibg-14) MUST not be blank.
[aligned-ibrp-ic-12]-In an Invoice with a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Intra-community supply"" the Deliver to country code (ibt-8) MUST not be blank.
[aligned-ibrp-o-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Not subject to tax"" MUST contain exactly one tax breakdown group (ibg-23) with the tax category code (ibt-118) equal to ""Not subject to tax"".
[aligned-ibrp-o-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is "" Not subject to tax"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Not subject to tax"".
[aligned-ibrp-o-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Not subject to tax"" MUST be  (zero).
[aligned-ibrp-o-1]-A tax breakdown (ibg-23) with tax Category code (ibt-118) "" Not subject to tax"" MUST have a tax exemption reason code (ibt-121), meaning "" Not subject to tax"" or a tax exemption reason text (ibt-12) "" Not subject to tax"" (or the equivalent standard text in another language).
[aligned-ibrp-o-11]-An Invoice that contains a tax breakdown group (ibg-23) with a tax category code (ibt-118) ""Not subject to tax"" MUST not contain other tax breakdown groups (ibg-23).
[aligned-ibrp-o-12]-An Invoice that contains a tax breakdown group (ibg-23) with a tax category code (ibt-118) ""Not subject to tax"" MUST not contain an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is not ""Not subject to tax"".
[aligned-ibrp-o-13]-An Invoice that contains a tax breakdown group (ibg-23) with a tax category code (ibt-118) ""Not subject to tax"" MUST not contain Document level allowances (ibg-2) where Document level allowance tax category code (ibt-95) is not ""Not subject to tax"".
[aligned-ibrp-o-14]-An Invoice that contains a tax breakdown group (ibg-23) with a tax category code (ibt-118) ""Not subject to tax"" MUST not contain Document level charges (ibg-21) where Document level charge tax category code (ibt-12) is not ""Not subject to tax"".
[aligned-ibrp-s-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Standard rated"" MUST contain in the tax breakdown (ibg-23) at least one tax category code (ibt-118) equal with ""Standard rated"".
[aligned-ibrp-s-8]-For each different value of tax category rate (ibt-119) where the tax category code (ibt-118) is ""Standard rated"", the tax category taxable amount (ibt-116) in a tax breakdown (ibg-23) MUST equal the sum of Invoice line net amounts (ibt-131) plus the sum of document level charge amounts (ibt-99) minus the sum of document level allowance amounts (ibt-92) where the tax category code (ibt-151, ibt-12, ibt-95) is ""Standard rated"" and the tax rate (ibt-152, ibt-13, ibt-96) equals the tax category rate (ibt-119).
[aligned-ibrp-s-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Standard rated"" MUST equal the tax category taxable amount (ibt-116) multiplied by the tax category rate (ibt-119).
[aligned-ibrp-s-1]-A tax breakdown (ibg-23) with tax Category code (ibt-118) ""Standard rate"" MUST not have a tax exemption reason code (ibt-121) or tax exemption reason text (ibt-12).
[aligned-ibrp-z-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Zero rated"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Zero rated"".
[aligned-ibrp-z-8]-In a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Zero rated"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amount (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Zero rated"".
[aligned-ibrp-z-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Zero rated"" MUST equal  (zero).
[aligned-ibrp-z-1]-A tax breakdown (ibg-23) with tax Category code (ibt-118) ""Zero rated"" MUST not have a tax exemption reason code (ibt-121) or tax exemption reason text (ibt-12)."
2850,ibt-119,Aligned,0..1,,0..1,2,TAX category rate,課税分類毎の税率,Percentage,"The TAX rate, represented as percentage that applies for the relevant TAX category.",課税分類毎の税率,課税分類毎の税額計算のための率。,,10,3210,cbc:Percent,udt:PercentType,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID = /*/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent,,,0..1,0..1,,"[aligned-ibrp-48]-Each tax breakdown (ibg-23) MUST have a tax category rate (ibt-119), except if the Invoice is not subject to tax.
[aligned-ibrp-51-jp]-Tax category tax amount (ibt-117) = tax category taxable amount (ibt-116) x (tax category rate (ibt-119) / 1), rounded to integer. The rounded result amount shall be between the floor and the ceiling..",,,"[aligned-ibrp-48]-Each tax breakdown (ibg-23) MUST have a tax category rate (ibt-119), except if the Invoice is not subject to tax.
[aligned-ibrp-51]-Tax category tax amount (ibt-117) = tax category taxable amount (ibt-116) x (tax category rate (ibt-119) / 1), rounded to two decimals.
[aligned-ibrp-ae-8]-For each different value of tax category rate (ibt-119) where the tax category code (ibt-118) is """"Reverse charge"", the tax category taxable amount (ibt-116) in a tax breakdown (ibg-23) MUST equal the sum of Invoice line net amounts (ibt-131) plus the sum of document level charge amounts (ibt-99) minus the sum of document level allowance amounts (ibt-92) where the tax category code (ibt-151, ibt-12, ibt-95) is ""Standard rated"" and the tax rate (ibt-152, ibt-13, ibt-96) equals the tax category rate (ibt-119).
[aligned-ibrp-ae-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Reverse charge"" MUST equal the tax category taxable amount (ibt-116) multiplied by the tax category rate (ibt-119).
[aligned-ibrp-s-8]-For each different value of tax category rate (ibt-119) where the tax category code (ibt-118) is ""Standard rated"", the tax category taxable amount (ibt-116) in a tax breakdown (ibg-23) MUST equal the sum of Invoice line net amounts (ibt-131) plus the sum of document level charge amounts (ibt-99) minus the sum of document level allowance amounts (ibt-92) where the tax category code (ibt-151, ibt-12, ibt-95) is ""Standard rated"" and the tax rate (ibt-152, ibt-13, ibt-96) equals the tax category rate (ibt-119).
[aligned-ibrp-s-9]-The tax category tax amount (ibt-117) in a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Standard rated"" MUST equal the tax category taxable amount (ibt-116) multiplied by the tax category rate (ibt-119)."
2860,ibt-120,Aligned,0..1,Aligned,0..0,2,TAX exemption reason text,非課税理由テキスト,Text,A textual statement of the reason why the amount is exempted from TAX or why no TAX is being charged,非課税理由テキスト,非課税または課税されない理由をテキストで表現。,日本では使用しない。,,3230,cbc:TaxExemptionReason,udt:TextType,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID = /*/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReason,,,0..0,0..n,prohibit,,,,
2870,ibt-121,Aligned,0..1,Aligned,0..0,2,TAX exemption reason code,非課税理由コード,Code,A coded statement of the reason for why the amount is exempted from TAX.,非課税理由コード,非課税または課税されない理由をコードで表現。,日本では使用しない。,,3220,cbc:TaxExemptionReasonCode,udt:CodeType,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID = /*/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReasonCode,,,0..0,0..1,prohibit,,,,
2880,ibg-24,Shared,0..n,,0..n,1,ADDITIONAL SUPPORTING DOCUMENTS,添付書類,,A group of business terms providing information about additional supporting documents substantiating the claims made in the Invoice.,添付書類,請求書内で行われたクレームを実証する添付書類についての情報を提供するビジネス用語のグループ。,添付文書は、売り手が知っていると予想される文書番号を参照するために、外部文書(URLによって参照される)として、または埋め込み文書(PDF形式の時間レポートなど)として使用することができる。セキュリティの観点から、外部文書(URLによって参照される)は、用いない方が望ましい。,,1360,cac:AdditionalDocumentReference,cac:DocumentReferenceType,"/ubl:Invoice/cac:AdditionalDocumentReference[cbc:DocumentTypeCode != ""130""]","cbc:DocumentTypeCode != ""130""",,0..n,0..n,,,"[ibr-52]-Each Additional supporting document (ibg-24) MUST contain a Supporting document reference (ibt-122).
[ibr-71]-An invoice should not include an AdditonalDocumentReference (ibg-24) simultaneously referring an Invoice Object Identifier (ibt-18) and an Attachment (ibt-125).
[ibr-72]-An invoice MUST not include an AdditionalDocumentReference (ibg-24) simultaneously referring an Invoice Object Identifier (ibt-18) and an Document Description (ibt-123).",[ibr-cl-7]-Object identifier identification scheme MUST be coded using a restriction of UNTDID 1153.,
2890,ibt-122,Shared,1..1,,1..1,2,Supporting document reference,添付書類への参照,Document Reference,An identifier of the supporting document.,添付書類への参照,添付書類のID。,,,1370,cbc:ID,udt:IdentifierType,"/ubl:Invoice/cac:AdditionalDocumentReference[cbc:DocumentTypeCode != ""130""]/cbc:ID",,,1..1,1..1,,,[ibr-52]-Each Additional supporting document (ibg-24) MUST contain a Supporting document reference (ibt-122).,[ibr-cl-7]-Object identifier identification scheme MUST be coded using a restriction of UNTDID 1153.,
2900,ibt-123,Shared,0..1,,0..1,2,Supporting document description,添付書類の説明,Text,A description of the supporting document.,添付書類の説明,添付書類の説明。,,,1380,cbc:DocumentDescription,udt:TextType,"/ubl:Invoice/cac:AdditionalDocumentReference[cbc:DocumentTypeCode != ""130""]/cbc:DocumentDescription",,,0..1,0..n,CAR-3,,"[ibr-72]-An invoice MUST not include an AdditionalDocumentReference (ibg-24) simultaneously referring an Invoice Object Identifier (ibt-18) and an Document Description (ibt-123).
NOBU: may need to restrict maximum one",[ibr-cl-7]-Object identifier identification scheme MUST be coded using a restriction of UNTDID 1153.,
2910,ibt-124,Shared,0..1,,0..1,2,External document location,外部ドキュメントのロケーション,Text,The URL (Uniform Resource Locator) that identifies where the external document is located.,外部ドキュメントのロケーション,外部ドキュメントの所在を示すURL（ユニフォームリソースロケータ）,例えば、http://または ftp://.と買い手が請求書を補足するために追加情報を必要とする場合は、外部文書保管場所を使用するものとする。外部文書は請求書の一部ではない。外部文書へのアクセスにはリスクが伴う。外部文書にアクセスできなくても請求書を処理できなければならない。,,1420,cbc:URI,udt:IdentifierType,"/ubl:Invoice/cac:AdditionalDocumentReference[cbc:DocumentTypeCode != ""130""]/cac:Attachment/cac:ExternalReference/cbc:URI",,,1..1,0..1,,,,,
2920,ibt-125,Shared,0..1,,0..1,2,Attached document,添付書類,Binary object,An attached document embedded as binary object or sent together with the invoice.,添付書類,バイナリオブジェクトとして埋め込まれた、または請求書と一緒に送られた添付書類。,,,1400,cbc:EmbeddedDocumentBinaryObject,udt:BinaryObjectType,"/ubl:Invoice/cac:AdditionalDocumentReference[cbc:DocumentTypeCode != ""130""]/cac:Attachment/cbc:EmbeddedDocumentBinaryObject",,,0..1,0..1,,,[ibr-71]-An invoice should not include an AdditonalDocumentReference (ibg-24) simultaneously referring an Invoice Object Identifier (ibt-18) and an Attachment (ibt-125).,"[ibr-cl-7]-Object identifier identification scheme MUST be coded using a restriction of UNTDID 1153.
[ibr-cl-24]-Mime code must be according to subset of IANA code list.",
2930,ibt-125-1,Shared,1..1,,1..1,3,Attached document Mime code,mimeコード,Code,A code indentifying the file type.,,,,,1404,@mimeCode,xsd:normalizedString,"/ubl:Invoice/cac:AdditionalDocumentReference[cbc:DocumentTypeCode != ""130""]/cac:Attachment/cbc:EmbeddedDocumentBinaryObject/@mimeCode",,,1..1,0..1,,,,,
2940,ibt-125-2,Shared,1..1,,1..1,3,Attached document Filename,ファイル名,Text,,,,,,1402,@filename,xsd:string,"/ubl:Invoice/cac:AdditionalDocumentReference[cbc:DocumentTypeCode != ""130""]/cac:Attachment/cbc:EmbeddedDocumentBinaryObject/@filename",,,1..1,0..1,,,,,
