SemSort	ID	Section	PINT Cardinality	Aligned	Aligned Cardinality	Level	BT	BTja	DT	Desc	Descja			Example Value ()	Synt Sort	element	UBLdatatype	UBL syntax binding XPath	selectors	Code list	UBL Occurrence	CardinalityAlignment
2850	ibt-119	Aligned	0..1		0..1	2	TAX category rate		Percentage	"The TAX rate, represented as percentage that applies for the relevant TAX category."				10	3420	cbc:Percent	udt:PercentType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent			0..1	
2860	ibt-120	Aligned	0..1	Aligned	0..0	2	TAX exemption reason text		Text	A textual statement of the reason why the amount is exempted from TAX or why no TAX is being charged					3440	cbc:TaxExemptionReason	udt:TextType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReason			0..n	prohibit
2870	ibt-121	Aligned	0..1	Aligned	0..0	2	TAX exemption reason code		Code	A coded statement of the reason for why the amount is exempted from TAX.					3430	cbc:TaxExemptionReasonCode	udt:CodeType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReasonCode			0..1	prohibit
2880	ibg-24	Shared	0..n		0..n	1	ADDITIONAL SUPPORTING DOCUMENTS			A group of business terms providing information about additional supporting documents substantiating the claims made in the Invoice.			(URL)(PDF)(URL)		1380	cac:AdditionalDocumentReference	cac:DocumentReferenceType	/Invoice/cac:AdditionalDocumentReference[cbc:DocumentTypeCode!='130']	cbc:DocumentTypeCode != 130		0..n	
2890	ibt-122	Shared	1..1		1..1	2	Supporting document reference		Document Reference	An identifier of the supporting document.	ID				1390	cbc:ID	udt:IdentifierType	/Invoice/cac:AdditionalDocumentReference[cbc:DocumentTypeCode!='130']/cbc:ID			1..1	
2900	ibt-123	Shared	0..1		0..1	2	Supporting document description		Text	A description of the supporting document.					1400	cbc:DocumentDescription	udt:TextType	/Invoice/cac:AdditionalDocumentReference[cbc:DocumentTypeCode!='130']/cbc:DocumentDescription			0..n	CAR-3
2920	ibt-125	Shared	0..1		0..1	2	Attached document		Binary object	An attached document embedded as binary object or sent together with the invoice.					1420	cbc:EmbeddedDocumentBinaryObject	udt:BinaryObjectType	/Invoice/cac:AdditionalDocumentReference[cbc:DocumentTypeCode!='130']/cac:Attachment/cbc:EmbeddedDocumentBinaryObject			0..1	
2930	ibt-125-1	Aligned	1..1		1..1	3	Attached document Mime code	MIME		"Allowed mime codes:
application/pdf
image/png
image/jpeg
text/csv
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
application/vnd.oasis.opendocument. spreadsheet"	"MIME:
application/pdf
image/png
image/jpeg
text/csv
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
application/vnd.oasis.opendocument. Spreadsheet"				1430	@mimeCode	xsd:normalizedString	/Invoice/cac:AdditionalDocumentReference[cbc:DocumentTypeCode!='130']/cac:Attachment/cbc:EmbeddedDocumentBinaryObject/@mimeCode		MimeCode	1..1	
2940	ibt-125-2	Shared	1..1		1..1	3	Attached document Filename								1440	@filename	xsd:string	/Invoice/cac:AdditionalDocumentReference[cbc:DocumentTypeCode!='130']/cac:Attachment/cbc:EmbeddedDocumentBinaryObject/@filename			0..1	CAR-2
2945	ibt-124	Shared	0..1		0..1	2	External document location		Text	The URL (Uniform Resource Locator) that identifies where the external document is located.	URL		http:// ftp://.		1460	cbc:URI	udt:IdentifierType	/Invoice/cac:AdditionalDocumentReference[cbc:DocumentTypeCode!='130']/cac:Attachment/cac:ExternalReference/cbc:URI			0..1	
2950	ibg-25	Shared	1..n		1..n	1	INVOICE LINE			A group of business terms providing information on individual Invoice lines.					3730	cac:InvoiceLine	cac:InvoiceLineType	/Invoice/cac:InvoiceLine			1..n	
2960	ibt-126	Shared	1..1		1..1	2	Invoice line identifier	ID	Identifier	A unique identifier for the individual line within the Invoice.	ID			1	3740	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cbc:ID			1..1	
2970	ibt-127	Shared	0..1		0..1	2	Invoice line note		Text	A textual note that gives unstructured information that is relevant to the Invoice line.				ABC1234	3750	cbc:Note	udt:TextType	/Invoice/cac:InvoiceLine/cbc:Note			0..n	CAR-3
2980	ibg-36	Aligned	0..1		0..1	2	LINE DOCUMENT REFERENCE			"An identifier for an object on which the invoice line is based, given by the Seller."					3920	cac:DocumentReference	cac:DocumentReferenceType	/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode!='130']	cbc:DocumentTypeCode != 130		0..n	CAR-3
2990	ibt-188	Aligned	1..1		1..1	3	Invoice line document identifier	ID	Identifier	An identifiers for a document that the invoice line referes to.	ID			1	3930	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode!='130']/cbc:ID			1..1	
3000	ibt-189	Aligned	0..1		0..1	3	Document type code		Code	A code that qualifies the type of the document that is referenced.					3940	cbc:DocumentTypeCode	udt:CodeType	/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode!='130']/cbc:DocumentTypeCode		UNCL11	0..1	
3010	ibt-128	Shared	0..1		0..1	2	Invoice line object identifier	ID	Identifier	"An identifier for an object on which the invoice line is based, given by the Seller."	ID(				3960	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130']/cbc:ID			1..1	CAR-3
3020	ibt-128-1	Shared	0..1		0..1	3	Scheme identifier	ID		An identifiers for a document that the invoice line referes to.	IDUNTDID 1153 code list  ID				3970	@schemeID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130']/cbc:ID/@schemeID		UNCL1153	0..1	
3030	ibt-129	Shared	1..1		1..1	2	Invoiced quantity		Quantity	The quantity of items (goods or services) that is charged in the Invoice line.	()	"In the numerical representation, for data type quantity, the decimal point is . (period), and the integer part is not separated by 1000 units."	"11210jbt-150 DZN10 
21210jbt-150 EAjbt-149 12120 
 
 Quantity 1000"	5000	3760	cbc:InvoicedQuantity	udt:QuantityType	/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity			0..1	CAR-2
3040	ibt-130	Shared	1..1		1..1	2	Invoiced quantity unit of measure code		Code	The unit of measure that applies to the invoiced quantity.			", UN/ECE 
 20    
 21  

()

1210DZN"	EA	3770	@unitCode	xsd:normalizedString	/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity/@unitCode		UNECERec2	0..1	CAR-2
3050	ibt-131	Shared	1..1		1..1	2	Invoice line net amount	()	Amount	The total amount of the Invoice line (before tax).	()		"jbt131 = jbt-146 (/)()  (jbt-129  ' jbt-149  + jbt-141 ()  jbt-136 ()
()2
jbt-131 / = (jbt-146 (/)() ' jbt-149   jbt-129  2
() ()
"	4000	3780	cbc:LineExtensionAmount	udt:AmountType	/Invoice/cac:InvoiceLine/cbc:LineExtensionAmount			1..1	
3060	ibt-183	Aligned	0..1		0..1	2	Purchase order reference		Document Reference	"An identifier for a referenced purchase order, issued by the Buyer."	ID			2023-POIU-8745	3870	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference/cbc:ID			1..1	
3070	ibt-132	Shared	0..1		0..1	2	Referenced purchase order line reference		Document Reference	"An identifier for a referenced line within a purchase order, issued by the Buyer."	ID			2023-POIU-8745#001	3850	cbc:LineID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:OrderLineReference/cbc:LineID			1..1	CAR-3
3080	ibt-184	Aligned	0..1		0..1	2	Despatch advice reference		Document Reference	An identifier for a referenced despatch advice.	ID				3910	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:ID			1..1	
3090	ibt-133	Shared	0..1		0..1	2	Invoice line Buyer accounting reference		Text	A textual value that specifies where to book the relevant data into the Buyer's financial accounts.					3800	cbc:AccountingCost	udt:TextType	/Invoice/cac:InvoiceLine/cbc:AccountingCost			0..1	
3100	ibg-26	Shared	0..1		0..1	2	INVOICE LINE PERIOD			A group of business terms providing information about the period relevant for the Invoice line.					3810	cac:InvoicePeriod	cac:PeriodType	/Invoice/cac:InvoiceLine/cac:InvoicePeriod			0..n	CAR-3
3110	ibt-134	Shared	0..1		0..1	3	Invoice line period start date		Date	The date when the Invoice period for this Invoice line starts.		The date is described in the Christian era and is YYYY-MM-DD. 	YYYY-MM-DD 		3820	cbc:StartDate	udt:DateType	/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:StartDate			0..1	
3120	ibt-135	Shared	0..1		0..1	3	Invoice line period end date		Date	The date when the Invoice period for this Invoice line ends.		The date is described in the Christian era and is YYYY-MM-DD. 	YYYY-MM-DD 		3830	cbc:EndDate	udt:DateType	/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:EndDate			0..1	
3130	ibg-27	Shared	0..n		0..n	2	INVOICE LINE ALLOWANCES			A group of business terms providing information about allowances applicable to the individual Invoice line.					3990	cac:AllowanceCharge	cac:AllowanceChargeType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]	cbc:ChargeIndicator = false		0..n	
3140	ibt-136	Shared	1..1		1..1	3	Invoice line allowance amount	()	Amount	"The amount of an allowance, without TAX."	()				4040	cbc:Amount	udt:AmountType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount			1..1	
3150	ibt-137	Shared	0..1		0..1	3	Invoice line allowance base amount		Amount	"The base amount that may be used, in conjunction with the Invoice line allowance percentage, to calculate the Invoice line allowance amount."					4060	cbc:BaseAmount	udt:AmountType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount			0..1	
3160	ibt-138	Shared	0..1		0..1	3	Invoice line allowance percentage		Percentage	"The percentage that may be used, in conjunction with the Invoice line allowance base amount, to calculate the Invoice line allowance amount."					4030	cbc:MultiplierFactorNumeric	udt:NumericType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric			0..1	
3170	ibt-139	Shared	0..1		0..1	3	Invoice line allowance reason		Text	"The reason for the Invoice line allowance, expressed as text."					4020	cbc:AllowanceChargeReason	udt:TextType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason			0..n	CAR-3
3180	ibt-140	Shared	0..1		0..1	3	Invoice line allowance reason code		Code	"The reason for the Invoice line allowance, expressed as a code."					4010	cbc:AllowanceChargeReasonCode	udt:CodeType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode		UNCL5189	0..1	
3190	ibg-28	Shared	0..n		0..n	2	INVOICE LINE CHARGES			A group of business terms providing information about charges and taxes other than TAX applicable to the individual Invoice line.					4080	cac:AllowanceCharge	cac:AllowanceChargeType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]	cbc:ChargeIndicator = true		0..n	
3200	ibt-141	Shared	1..1		1..1	3	Invoice line charge amount	()	Amount	"The amount of a charge, without TAX."	()				4130	cbc:Amount	udt:AmountType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount			1..1	
3210	ibt-142	Shared	0..1		0..1	3	Invoice line charge base amount		Amount	"The base amount that may be used, in conjunction with the Invoice line charge percentage, to calculate the Invoice line charge amount."					4150	cbc:BaseAmount	udt:AmountType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount			0..1	
3220	ibt-143	Shared	0..1		0..1	3	Invoice line charge percentage		Percentage	"The percentage that may be used, in conjunction with the Invoice line charge base amount, to calculate the Invoice line charge amount."					4120	cbc:MultiplierFactorNumeric	udt:NumericType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:MultiplierFactorNumeric			0..1	
3230	ibt-144	Shared	0..1		0..1	3	Invoice line charge reason		Text	"The reason for the Invoice line charge, expressed as text."					4110	cbc:AllowanceChargeReason	udt:TextType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason			0..n	CAR-3
3240	ibt-145	Shared	0..1		0..1	3	Invoice line charge reason code		Code	"The reason for the Invoice line charge, expressed as a code."					4100	cbc:AllowanceChargeReasonCode	udt:CodeType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode		UNCL7161	0..1	
3250	ibg-29	Shared	1..1		1..1	2	PRICE DETAILS			A group of business terms providing information about the price applied for the goods and services invoiced on the Invoice line.					4440	cac:Price	cac:PriceType	/Invoice/cac:InvoiceLine/cac:Price			0..1	CAR-2
3260	ibt-146	Shared	1..1		1..1	3	Item net price	()()	Unit Price Amount	"The price of an item, exclusive of TAX, after subtracting item price discount."			jbt-146 = jbt-148 (/)() - jbt-147 /()XML Schematron	800	4450	cbc:PriceAmount	udt:AmountType	/Invoice/cac:InvoiceLine/cac:Price/cbc:PriceAmount			1..1	
3270	ibt-147	Shared	0..1		0..1	3	Item price discount	()	Unit Price Amount	The total discount subtracted from the Item gross price to calculate the Item net price.	()()()()				4510	cbc:Amount	udt:AmountType	/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount			1..1	CAR-2
3280	ibt-148	Shared	0..1		0..1	3	Item gross price	()()	Unit Price Amount	"The unit price, exclusive of TAX, before subtracting Item price discount."	()()				4530	cbc:BaseAmount	udt:AmountType	/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount			0..1	
3290	ibt-149	Shared	0..1		0..1	3	Item price base quantity		Quantity	The number of item units to which the price applies.			"11210DZNjbt-149 1
21210EAjbt-14912"	1000	4470	cbc:BaseQuantity	udt:QuantityType	/Invoice/cac:InvoiceLine/cac:Price/cbc:BaseQuantity			0..1	
3300	ibt-150	Shared	0..1		0..1	3	Item price base quantity unit of measure code		Code	The unit of measure that applies to the Item price base quantity.		"Valid unit codes shall be from UN/ECE Recommendation 20, Revision 11 (2015). Unless codes for unit of measure are not in common daily use, implementers should as necessary provide a function for clarification of codes when invoices are visualised.Codes for unit of packaging from UNECE Recommendation No. 21 can be used in accordance with the descriptions in the ""Intro"" section of UN/ECE Recommendation 20, Revision 11 (2015):
The 2 character alphanumeric code values in UNECE Recommendation 21 shall be used. To avoid duplication with existing code values in UNECE Recommendation No. 20, each code value from UNECE Recommendation 21 shall be prefixed with an 'X', resulting in a 3 alphanumeric code when used as a unit of measure.Sourcehttps://docs.peppol.eu/poacc/billing/3.0/bis/#uom"	UN/ECE20112015 UNECENo.21UN / ECE20112015UNECE212 UNECENo.20UNECE21X3	XST	4480	@unitCode	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:Price/cbc:BaseQuantity/@unitCode		UNECERec2	0..1	
3310	ibg-30	Aligned	0..n	Aligned	1..n	2	LINE TAX INFORMATION			A group of business terms providing information about the TAX applicable for the goods and services invoiced on the Invoice line.					4330	cac:ClassifiedTaxCategory	cac:TaxCategoryType	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory			0..n	
3320	ibt-151	Aligned	1..1		1..1	3	Invoiced item TAX category code		Code	The TAX category code for the invoiced item.				S	4340	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID		UNCL535	0..1	CAR-2
3325	ibt-152	Aligned	0..1		0..1	3	Invoiced item TAX rate		Percentage	"The TAX rate, represented as percentage that applies to the invoiced item."				10	4350	cbc:Percent	udt:PercentType	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:Percent			0..1	
3330	ibt-166	Aligned	0..1		0..1	3	Unit TAX (amount)		Percentage	A TAX amount that applied to each item unit.					4360	cbc:PerUnitAmount	udt:AmountType	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:PerUnitAmount			0..1	
3340	ibt-185	Aligned	0..1	Aligned	0..0	3	TAX exemption reason text		Code	A textual statement of the reason why the line amount is exempted from TAX or why no TAX is being charged					4370	cbc:TaxExemptionReasonCode	udt:CodeType	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:TaxExemptionReasonCode			0..1	prohibit
3350	ibt-186	Aligned	0..1	Aligned	0..0	3	TAX exemption reason code		Text	A coded statement of the reason for why the line amount is exempted from TAX.					4380	cbc:TaxExemptionReason	udt:TextType	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:TaxExemptionReason			0..n	prohibit
3370	ibt-167	Aligned	0..1		0..1	3	Tax Scheme		Code	A code indicating the type of tax		"""VAT"" is used for Japan Consumption Tax."	VAT 		4400	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cac:TaxScheme/cbc:ID			0..1	
3380	ibg-31	Shared	1..1		1..1	2	ITEM INFORMATION			A group of business terms providing information about the goods and services invoiced.					4170	cac:Item	cac:ItemType	/Invoice/cac:InvoiceLine/cac:Item			1..1	
3390	ibt-153	Shared	1..1		1..1	3	Item name		Text	A name for an item.				A4	4190	cbc:Name	udt:NameType	/Invoice/cac:InvoiceLine/cac:Item/cbc:Name			0..1	CAR-2
3400	ibt-154	Shared	0..1		0..1	3	Item description		Text	A description for an item.					4180	cbc:Description	udt:TextType	/Invoice/cac:InvoiceLine/cac:Item/cbc:Description			0..n	CAR-3
3410	ibt-155	Shared	0..1		0..1	3	Item Seller's identifier	ID	Identifier	"An identifier, assigned by the Seller, for the item."	ID				4230	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:Item/cac:SellersItemIdentification/cbc:ID			1..1	
3420	ibt-156	Shared	0..1		0..1	3	Item Buyer's identifier	ID	Identifier	"An identifier, assigned by the Buyer, for the item."	ID				4210	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:Item/cac:BuyersItemIdentification/cbc:ID			1..1	
3430	ibt-157	Shared	0..1		0..1	3	Item standard identifier	ID	Identifier	An item identifier based on a registered scheme.	ID				4250	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification/cbc:ID			1..1	
3450	ibt-158	Shared	0..n		0..n	3	Item classification identifier	ID	Identifier	A code for classifying the item by its type or nature.			CPVeUNSPSC		4300	cbc:ItemClassificationCode	udt:CodeType	/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode			0..1	
3460	ibt-158-1	Shared	1..1		1..1	4	Scheme identifier	ID		The identification scheme shall be chosen from the entries in UNTDID 7143 [6].	IDIDUNTDID 7143	"An item classification identifier has a mandatory scheme attribute. The value shall be chosen from UN/CEFACT code list 7143, D.16B.Source: https://docs.peppol.eu/poacc/billing/3.0/bis/#itemclassificationidentifier"	"UN/CEFACT7143D.16B
UNTDID[6]EN 16931-1UnitedBibliography Nations Trade Data Interchange Directory (UNTDID)http://www.unece.org/fileadmin/DAM/trade/untdid/d16b/tred/tredi2.htm"		4310	@listID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode/@listID		UNCL7143	0..1	CAR-2
3470	ibt-158-2	Shared	0..1		0..1	4	Scheme version identifier	ID		The version of the identification scheme.					4320	@listVersionID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode/@listVersionID			0..1	
3480	ibt-159	Shared	0..1		0..1	3	Item country of origin		Code	The code identifying the country from which the item originates.					4280	cbc:IdentificationCode	udt:CodeType	/Invoice/cac:InvoiceLine/cac:Item/cac:OriginCountry/cbc:IdentificationCode		ISO3166	0..1	
3490	ibg-32	Shared	0..n		0..n	3	ITEM ATTRIBUTES			A group of business terms providing information about properties of the goods and services invoiced.					4410	cac:AdditionalItemProperty	cac:ItemPropertyType	/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty			0..n	
3500	ibt-160	Shared	1..1		1..1	4	Item attribute name		Text	The name of the attribute or property of the item.		"(Example) Size, Color, Counting way in Japanese"	() ()		4420	cbc:Name	udt:NameType	/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Name			1..1	
3510	ibt-161	Shared	1..1		1..1	4	Item attribute value		Text	The value of the attribute or property of the item.		"(Example) SML, Red Blue Green, MAI"	() SML		4430	cbc:Value	udt:TextType	/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Value			0..1	CAR-2
															1190	cac:OrderReference	cac:OrderReferenceType	/Invoice/cac:OrderReference			0..1	
															1230	cac:InvoiceDocumentReference	cac:DocumentReferenceType	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference			0..1	
															1260	cac:DespatchDocumentReference	cac:DocumentReferenceType	/Invoice/cac:DespatchDocumentReference			0..n	
															1280	cac:ReceiptDocumentReference	cac:DocumentReferenceType	/Invoice/cac:ReceiptDocumentReference			0..n	
															1300	cac:OriginatorDocumentReference	cac:DocumentReferenceType	/Invoice/cac:OriginatorDocumentReference			0..n	
															1320	cac:ContractDocumentReference	cac:DocumentReferenceType	/Invoice/cac:ContractDocumentReference			0..n	
															1340	cac:AdditionalDocumentReference	cac:DocumentReferenceType	/Invoice/cac:AdditionalDocumentReference[cbc:DocumentTypeCode='130']	cbc:DocumentTypeCode = 130		0..n	
															1410	cac:Attachment	cac:AttachmentType	/Invoice/cac:AdditionalDocumentReference[cbc:DocumentTypeCode!='129']/cac:Attachment			0..1	
															1450	cac:ExternalReference	cac:ExternalReferenceType	/Invoice/cac:AdditionalDocumentReference[cbc:DocumentTypeCode!='130']/cac:Attachment/cac:ExternalReference			0..1	
															1470	cac:ProjectReference	cac:ProjectReferenceType	/Invoice/cac:ProjectReference			0..n	
															1500	cac:Party	cac:PartyType	/Invoice/cac:AccountingSupplierParty/cac:Party			0..1	
															1530	cac:PartyIdentification	cac:PartyIdentificationType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyIdentification			0..n	
															1550	@schemeID	xsd:normalizedString	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyIdentification/cbc:ID/@schemeID			0..1	
															1560	cac:PartyName	cac:PartyNameType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyName			0..n	
															1640	cac:AddressLine	cac:AddressLineType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:AddressLine			0..n	
															1660	cac:Country	cac:CountryType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:Country			0..1	
															1680	cac:PartyTaxScheme	cac:PartyTaxSchemeType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme[cac:TaxScheme/cbc:ID='VAT']	"cac:TaxScheme = ""VAT"""		0..n	
															1700	cac:TaxScheme	cac:TaxSchemeType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme			1..1	
															1710	cbc:ID	udt:IdentifierType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme/cbc:ID			0..1	
															1720	cac:PartyTaxScheme	cac:PartyTaxSchemeType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme[cac:TaxScheme/cbc:ID!='VAT']	"cac:TaxScheme != ""VAT"""		0..n	
															1740	cac:TaxScheme	cac:TaxSchemeType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme[cac:TaxScheme/cbc:ID!='VAT']/cac:TaxScheme			1..1	
															1750	cbc:ID	udt:IdentifierType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme[cac:TaxScheme/cbc:ID!='VAT']/cac:TaxScheme/cbc:ID			0..1	
															1760	cac:PartyLegalEntity	cac:PartyLegalEntityType	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity			0..n	
															1860	cac:Party	cac:PartyType	/Invoice/cac:AccountingCustomerParty/cac:Party			0..1	
															1890	cac:PartyIdentification	cac:PartyIdentificationType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification			0..n	
															1920	cac:PartyName	cac:PartyNameType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyName			0..n	
															2000	cac:AddressLine	cac:AddressLineType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:AddressLine			0..n	
															2020	cac:Country	cac:CountryType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:Country			0..1	
															2040	cac:PartyTaxScheme	cac:PartyTaxSchemeType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme			0..n	
															2055	@schemeID	xsd:normalizedString	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cbc:CompanyID/@schemeID			0..1	
															2060	cac:TaxScheme	cac:TaxSchemeType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme			1..1	
															2070	cbc:ID	udt:IdentifierType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme/cbc:ID			0..1	
															2080	cac:PartyLegalEntity	cac:PartyLegalEntityType	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity			0..n	
															2170	cac:PartyIdentification	cac:PartyIdentificationType	/Invoice/cac:PayeeParty/cac:PartyIdentification			0..n	
															2200	cac:PartyName	cac:PartyNameType	/Invoice/cac:PayeeParty/cac:PartyName			0..n	
															2220	cac:PartyLegalEntity	cac:PartyLegalEntityType	/Invoice/cac:PayeeParty/cac:PartyLegalEntity			0..n	
															2260	cac:PartyName	cac:PartyNameType	/Invoice/cac:TaxRepresentativeParty/cac:PartyName			0..n	CAR-2 CAR-3
															2340	cac:AddressLine	cac:AddressLineType	/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:AddressLine			0..n	
															2360	cac:Country	cac:CountryType	/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:Country			0..1	
															2380	cac:PartyTaxScheme	cac:PartyTaxSchemeType	/Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme			0..n	
															2400	cac:TaxScheme	cac:TaxSchemeType	/Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme/cac:TaxScheme			1..1	
															2410	cbc:ID	udt:IdentifierType	/Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme/cac:TaxScheme/cbc:ID			0..1	
															2440	cac:DeliveryLocation	cac:LocationType	/Invoice/cac:Delivery/cac:DeliveryLocation			0..1	
															2530	cac:AddressLine	cac:AddressLineType	/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:AddressLine			0..n	CAR-3
															2550	cac:Country	cac:CountryType	/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:Country			0..1	CAR-2
															2570	cac:DeliveryParty	cac:PartyType	/Invoice/cac:Delivery/cac:DeliveryParty			0..1	
															2580	cac:PartyName	cac:PartyNameType	/Invoice/cac:Delivery/cac:DeliveryParty/cac:PartyName			0..n	CAR-3
